id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
FC_00001,The Earth is round,general,supported,0.7457245325549323,easy,Scientific consensus; textbook references,3
FC_00027,Goldfish have a 3-second memory - variation 2,general,rejected,0.7474548596809893,hard,Scientific consensus; textbook references,3
FC_00028,Bats are blind - variation 2,general,rejected,0.8587550285185801,hard,Scientific consensus; textbook references,3
FC_00029,Mount Everest is the tallest mountain on Earth - variation 2,general,supported,0.7743192412705323,hard,Scientific consensus; textbook references,2
FC_00030,The Amazon is the longest river in the world - variation 2,general,rejected,0.8355497992842805,hard,Scientific consensus; textbook references,2
FC_00031,The Earth is round - variation 3,general,supported,0.6565339760445879,expert,Scientific consensus; textbook references,3
FC_00032,Water boils at 100°C at sea level - variation 3,general,supported,0.6131251820453267,expert,Scientific consensus; textbook references,3
FC_00033,The Great Wall of China is visible from space - variation 3,general,rejected,0.723329899461427,expert,Scientific consensus; textbook references,2
FC_00034,Humans use only 10% of their brain - variation 3,general,rejected,0.7084011361477744,expert,Scientific consensus; textbook references,2
FC_00035,Lightning never strikes the same place twice - variation 3,general,rejected,0.8131895979109971,expert,Scientific consensus; textbook references,2
FC_00036,The Sun is a star - variation 3,general,supported,0.9335993837973372,expert,Scientific consensus; textbook references,2
FC_00037,Goldfish have a 3-second memory - variation 3,general,rejected,0.8327492738517828,expert,Scientific consensus; textbook references,1
FC_00038,Bats are blind - variation 3,general,rejected,0.8440335394377505,expert,Scientific consensus; textbook references,3
FC_00039,Mount Everest is the tallest mountain on Earth - variation 3,general,supported,0.6241429727899719,expert,Scientific consensus; textbook references,2
FC_00040,The Amazon is the longest river in the world - variation 3,general,rejected,0.7104061115840112,expert,Scientific consensus; textbook references,2
FC_00041,The Earth is round - variation 4,general,supported,0.8496571334285515,easy,Scientific consensus; textbook references,2
FC_00042,Water boils at 100°C at sea level - variation 4,general,supported,0.6160390684795152,easy,Scientific consensus; textbook references,3
FC_00043,The Great Wall of China is visible from space - variation 4,general,rejected,0.7117192831103032,easy,Scientific consensus; textbook references,3
FC_00044,Humans use only 10% of their brain - variation 4,general,rejected,0.7293638703201247,easy,Scientific consensus; textbook references,2
FC_00045,Lightning never strikes the same place twice - variation 4,general,rejected,0.8402602437026949,easy,Scientific consensus; textbook references,2
FC_00046,The Sun is a star - variation 4,general,supported,0.7495787386737379,easy,Scientific consensus; textbook references,3
FC_00047,Goldfish have a 3-second memory - variation 4,general,rejected,0.74067685040296,easy,Scientific consensus; textbook references,3
FC_00048,Bats are blind - variation 4,general,rejected,0.9449372018373062,easy,Scientific consensus; textbook references,1
FC_00049,Mount Everest is the tallest mountain on Earth - variation 4,general,supported,0.8832228882196442,easy,Scientific consensus; textbook references,1
FC_00050,The Amazon is the longest river in the world - variation 4,general,rejected,0.909117008363469,easy,Scientific consensus; textbook references,2
FC_00051,The Earth is round - variation 5,general,supported,0.7551109594472073,medium,Scientific consensus; textbook references,3
FC_00052,Water boils at 100°C at sea level - variation 5,general,supported,0.7627473289631969,medium,Scientific consensus; textbook references,3
FC_00053,The Great Wall of China is visible from space - variation 5,general,rejected,0.8290478870234519,medium,Scientific consensus; textbook references,1
FC_00054,Humans use only 10% of their brain - variation 5,general,rejected,0.7121350042761615,medium,Scientific consensus; textbook references,2
FC_00055,Lightning never strikes the same place twice - variation 5,general,rejected,0.7463350364508867,medium,Scientific consensus; textbook references,1
FC_00056,The Sun is a star - variation 5,general,supported,0.6741785548100916,medium,Scientific consensus; textbook references,3
FC_00057,Goldfish have a 3-second memory - variation 5,general,rejected,0.8314842778343294,medium,Scientific consensus; textbook references,1
FC_00058,Bats are blind - variation 5,general,rejected,0.8769949758499601,medium,Scientific consensus; textbook references,3
FC_00059,Mount Everest is the tallest mountain on Earth - variation 5,general,supported,0.7904187201077442,medium,Scientific consensus; textbook references,3
FC_00060,The Amazon is the longest river in the world - variation 5,general,rejected,0.92014009393882,medium,Scientific consensus; textbook references,1
FC_00061,The Earth is round - variation 6,general,supported,0.8901116286018416,hard,Scientific consensus; textbook references,1
FC_00062,Water boils at 100°C at sea level - variation 6,general,supported,0.9105732279145795,hard,Scientific consensus; textbook references,1
FC_00063,The Great Wall of China is visible from space - variation 6,general,rejected,0.9447587041436161,hard,Scientific consensus; textbook references,2
FC_00064,Humans use only 10% of their brain - variation 6,general,rejected,0.9372367412301243,hard,Scientific consensus; textbook references,1
FC_00065,Lightning never strikes the same place twice - variation 6,general,rejected,0.6034229996656706,hard,Scientific consensus; textbook references,1
FC_00066,The Sun is a star - variation 6,general,supported,0.8356870243547935,hard,Scientific consensus; textbook references,2
FC_00067,Goldfish have a 3-second memory - variation 6,general,rejected,0.6181402995506268,hard,Scientific consensus; textbook references,2
FC_00068,Bats are blind - variation 6,general,rejected,0.6342092158314568,hard,Scientific consensus; textbook references,2
FC_00069,Mount Everest is the tallest mountain on Earth - variation 6,general,supported,0.8463048648346968,hard,Scientific consensus; textbook references,1
FC_00070,The Amazon is the longest river in the world - variation 6,general,rejected,0.7975275575052084,hard,Scientific consensus; textbook references,3
FC_00071,The Earth is round - variation 7,general,supported,0.9286408777419668,expert,Scientific consensus; textbook references,3
FC_00072,Water boils at 100°C at sea level - variation 7,general,supported,0.6386266438973138,expert,Scientific consensus; textbook references,3
FC_00073,The Great Wall of China is visible from space - variation 7,general,rejected,0.9054764639409737,expert,Scientific consensus; textbook references,2
FC_00074,Humans use only 10% of their brain - variation 7,general,rejected,0.7645052335664235,expert,Scientific consensus; textbook references,1
FC_00075,Lightning never strikes the same place twice - variation 7,general,rejected,0.6646307163976358,expert,Scientific consensus; textbook references,3
FC_00076,The Sun is a star - variation 7,general,supported,0.9188186306949582,expert,Scientific consensus; textbook references,2
FC_00077,Goldfish have a 3-second memory - variation 7,general,rejected,0.9349220861059647,expert,Scientific consensus; textbook references,3
FC_00078,Bats are blind - variation 7,general,rejected,0.7574039954773768,expert,Scientific consensus; textbook references,3
FC_00079,Mount Everest is the tallest mountain on Earth - variation 7,general,supported,0.8583445609147897,expert,Scientific consensus; textbook references,1
FC_00080,The Amazon is the longest river in the world - variation 7,general,rejected,0.6542909065357085,expert,Scientific consensus; textbook references,1
FC_00081,The Earth is round - variation 8,general,supported,0.8762825059578218,easy,Scientific consensus; textbook references,2
FC_00082,Water boils at 100°C at sea level - variation 8,general,supported,0.9075078816675445,easy,Scientific consensus; textbook references,1
FC_00083,The Great Wall of China is visible from space - variation 8,general,rejected,0.8993981111639819,easy,Scientific consensus; textbook references,2
FC_00084,Humans use only 10% of their brain - variation 8,general,rejected,0.8220954995407348,easy,Scientific consensus; textbook references,1
FC_00085,Lightning never strikes the same place twice - variation 8,general,rejected,0.7845676002415003,easy,Scientific consensus; textbook references,1
FC_00086,The Sun is a star - variation 8,general,supported,0.9086142244145683,easy,Scientific consensus; textbook references,3
FC_00087,Goldfish have a 3-second memory - variation 8,general,rejected,0.7216535184648307,easy,Scientific consensus; textbook references,2
FC_00088,Bats are blind - variation 8,general,rejected,0.7283423334928665,easy,Scientific consensus; textbook references,1
FC_00089,Mount Everest is the tallest mountain on Earth - variation 8,general,supported,0.6365641842532346,easy,Scientific consensus; textbook references,3
FC_00090,The Amazon is the longest river in the world - variation 8,general,rejected,0.6067365955895966,easy,Scientific consensus; textbook references,1
FC_00091,The Earth is round - variation 9,general,supported,0.7545848778013009,medium,Scientific consensus; textbook references,3
FC_00092,Water boils at 100°C at sea level - variation 9,general,supported,0.6074174193264285,medium,Scientific consensus; textbook references,1
FC_00093,The Great Wall of China is visible from space - variation 9,general,rejected,0.9176895248172092,medium,Scientific consensus; textbook references,2
FC_00094,Humans use only 10% of their brain - variation 9,general,rejected,0.7203804914939933,medium,Scientific consensus; textbook references,3
FC_00095,Lightning never strikes the same place twice - variation 9,general,rejected,0.6557941686988655,medium,Scientific consensus; textbook references,3
FC_00096,The Sun is a star - variation 9,general,supported,0.8043118867387411,medium,Scientific consensus; textbook references,2
FC_00097,Goldfish have a 3-second memory - variation 9,general,rejected,0.6842546749028646,medium,Scientific consensus; textbook references,2
FC_00098,Bats are blind - variation 9,general,rejected,0.7757038183789494,medium,Scientific consensus; textbook references,3
FC_00099,Mount Everest is the tallest mountain on Earth - variation 9,general,supported,0.7206106822529325,medium,Scientific consensus; textbook references,1
FC_00100,The Amazon is the longest river in the world - variation 9,general,rejected,0.8465104967896412,medium,Scientific consensus; textbook references,3
FC_00101,The Earth is round - variation 10,general,supported,0.7386499026327598,hard,Scientific consensus; textbook references,3
FC_00102,Water boils at 100°C at sea level - variation 10,general,supported,0.7654748549619322,hard,Scientific consensus; textbook references,2
FC_00103,The Great Wall of China is visible from space - variation 10,general,rejected,0.7599942133356964,hard,Scientific consensus; textbook references,2
FC_00104,Humans use only 10% of their brain - variation 10,general,rejected,0.9244951074553727,hard,Scientific consensus; textbook references,1
FC_00105,Lightning never strikes the same place twice - variation 10,general,rejected,0.8420909081104063,hard,Scientific consensus; textbook references,2
FC_00106,The Sun is a star - variation 10,general,supported,0.8869497357692497,hard,Scientific consensus; textbook references,3
FC_00107,Goldfish have a 3-second memory - variation 10,general,rejected,0.8115788160442998,hard,Scientific consensus; textbook references,2
FC_00108,Bats are blind - variation 10,general,rejected,0.6058773679488182,hard,Scientific consensus; textbook references,3
FC_00109,Mount Everest is the tallest mountain on Earth - variation 10,general,supported,0.8033843256983048,hard,Scientific consensus; textbook references,1
FC_00110,The Amazon is the longest river in the world - variation 10,general,rejected,0.7117968747039363,hard,Scientific consensus; textbook references,2
FC_00111,The Earth is round - variation 11,general,supported,0.7672081164048603,expert,Scientific consensus; textbook references,1
FC_00112,Water boils at 100°C at sea level - variation 11,general,supported,0.6811168048916588,expert,Scientific consensus; textbook references,2
FC_00113,The Great Wall of China is visible from space - variation 11,general,rejected,0.6441205266363811,expert,Scientific consensus; textbook references,3
FC_00114,Humans use only 10% of their brain - variation 11,general,rejected,0.9087433235250154,expert,Scientific consensus; textbook references,1
FC_00115,Lightning never strikes the same place twice - variation 11,general,rejected,0.7925551778678054,expert,Scientific consensus; textbook references,3
FC_00116,The Sun is a star - variation 11,general,supported,0.9112227730491931,expert,Scientific consensus; textbook references,2
FC_00117,Goldfish have a 3-second memory - variation 11,general,rejected,0.6903436564269111,expert,Scientific consensus; textbook references,1
FC_00118,Bats are blind - variation 11,general,rejected,0.9344339014978651,expert,Scientific consensus; textbook references,1
FC_00119,Mount Everest is the tallest mountain on Earth - variation 11,general,supported,0.6828916201234876,expert,Scientific consensus; textbook references,1
FC_00120,The Amazon is the longest river in the world - variation 11,general,rejected,0.8589979147694071,expert,Scientific consensus; textbook references,3
FC_00121,The Earth is round - variation 12,general,supported,0.9135925521249307,easy,Scientific consensus; textbook references,3
FC_00122,Water boils at 100°C at sea level - variation 12,general,supported,0.7057638912624793,easy,Scientific consensus; textbook references,1
FC_00123,The Great Wall of China is visible from space - variation 12,general,rejected,0.9150559269438567,easy,Scientific consensus; textbook references,3
FC_00124,Humans use only 10% of their brain - variation 12,general,rejected,0.8529130940770673,easy,Scientific consensus; textbook references,1
FC_00125,Lightning never strikes the same place twice - variation 12,general,rejected,0.6591625969220882,easy,Scientific consensus; textbook references,2
FC_00126,The Sun is a star - variation 12,general,supported,0.8683706472788091,easy,Scientific consensus; textbook references,2
FC_00127,Goldfish have a 3-second memory - variation 12,general,rejected,0.9169637646202388,easy,Scientific consensus; textbook references,2
FC_00128,Bats are blind - variation 12,general,rejected,0.6285188753652601,easy,Scientific consensus; textbook references,2
FC_00129,Mount Everest is the tallest mountain on Earth - variation 12,general,supported,0.7702661525308685,easy,Scientific consensus; textbook references,2
FC_00130,The Amazon is the longest river in the world - variation 12,general,rejected,0.7689146771308215,easy,Scientific consensus; textbook references,3
FC_00131,The Earth is round - variation 13,general,supported,0.7545273755485815,medium,Scientific consensus; textbook references,2
FC_00132,Water boils at 100°C at sea level - variation 13,general,supported,0.69679593590305,medium,Scientific consensus; textbook references,3
FC_00133,The Great Wall of China is visible from space - variation 13,general,rejected,0.8623233073110055,medium,Scientific consensus; textbook references,3
FC_00134,Humans use only 10% of their brain - variation 13,general,rejected,0.8785655629512306,medium,Scientific consensus; textbook references,1
FC_00135,Lightning never strikes the same place twice - variation 13,general,rejected,0.9011546270572024,medium,Scientific consensus; textbook references,2
FC_00136,The Sun is a star - variation 13,general,supported,0.9013875855446822,medium,Scientific consensus; textbook references,1
FC_00137,Goldfish have a 3-second memory - variation 13,general,rejected,0.6346729925915331,medium,Scientific consensus; textbook references,3
FC_00138,Bats are blind - variation 13,general,rejected,0.627284397101319,medium,Scientific consensus; textbook references,2
FC_00139,Mount Everest is the tallest mountain on Earth - variation 13,general,supported,0.7314940908380374,medium,Scientific consensus; textbook references,3
FC_00140,The Amazon is the longest river in the world - variation 13,general,rejected,0.7844328381980352,medium,Scientific consensus; textbook references,3
FC_00141,The Earth is round - variation 14,general,supported,0.603687915815029,hard,Scientific consensus; textbook references,1
FC_00142,Water boils at 100°C at sea level - variation 14,general,supported,0.893347152463666,hard,Scientific consensus; textbook references,3
FC_00143,The Great Wall of China is visible from space - variation 14,general,rejected,0.9185326037637198,hard,Scientific consensus; textbook references,3
FC_00144,Humans use only 10% of their brain - variation 14,general,rejected,0.6785388012280686,hard,Scientific consensus; textbook references,2
FC_00145,Lightning never strikes the same place twice - variation 14,general,rejected,0.9390242213129887,hard,Scientific consensus; textbook references,2
FC_00146,The Sun is a star - variation 14,general,supported,0.8307742457578433,hard,Scientific consensus; textbook references,1
FC_00147,Goldfish have a 3-second memory - variation 14,general,rejected,0.944832532182873,hard,Scientific consensus; textbook references,2
FC_00148,Bats are blind - variation 14,general,rejected,0.8933733930083776,hard,Scientific consensus; textbook references,1
FC_00149,Mount Everest is the tallest mountain on Earth - variation 14,general,supported,0.815032073432095,hard,Scientific consensus; textbook references,2
FC_00150,The Amazon is the longest river in the world - variation 14,general,rejected,0.8015401679078868,hard,Scientific consensus; textbook references,1
FC_00151,The Earth is round - variation 15,general,supported,0.6145242928839092,expert,Scientific consensus; textbook references,1
FC_00152,Water boils at 100°C at sea level - variation 15,general,supported,0.7798482135468168,expert,Scientific consensus; textbook references,3
FC_00153,The Great Wall of China is visible from space - variation 15,general,rejected,0.608544833774857,expert,Scientific consensus; textbook references,3
FC_00154,Humans use only 10% of their brain - variation 15,general,rejected,0.6748978543436076,expert,Scientific consensus; textbook references,1
FC_00155,Lightning never strikes the same place twice - variation 15,general,rejected,0.9177514219722837,expert,Scientific consensus; textbook references,1
FC_00156,The Sun is a star - variation 15,general,supported,0.7952889246693079,expert,Scientific consensus; textbook references,2
FC_00157,Goldfish have a 3-second memory - variation 15,general,rejected,0.7506609927932296,expert,Scientific consensus; textbook references,1
FC_00158,Bats are blind - variation 15,general,rejected,0.7174820010174688,expert,Scientific consensus; textbook references,3
FC_00159,Mount Everest is the tallest mountain on Earth - variation 15,general,supported,0.637938753262557,expert,Scientific consensus; textbook references,1
FC_00160,The Amazon is the longest river in the world - variation 15,general,rejected,0.9089171292087086,expert,Scientific consensus; textbook references,2
FC_00161,The Earth is round - variation 16,general,supported,0.8705121880969899,easy,Scientific consensus; textbook references,1
FC_00162,Water boils at 100°C at sea level - variation 16,general,supported,0.8430447361793034,easy,Scientific consensus; textbook references,3
FC_00163,The Great Wall of China is visible from space - variation 16,general,rejected,0.6328708218150043,easy,Scientific consensus; textbook references,1
FC_00164,Humans use only 10% of their brain - variation 16,general,rejected,0.884913962063975,easy,Scientific consensus; textbook references,1
FC_00165,Lightning never strikes the same place twice - variation 16,general,rejected,0.8209020686258982,easy,Scientific consensus; textbook references,3
FC_00166,The Sun is a star - variation 16,general,supported,0.8472161290202845,easy,Scientific consensus; textbook references,1
FC_00167,Goldfish have a 3-second memory - variation 16,general,rejected,0.7749559002197868,easy,Scientific consensus; textbook references,2
FC_00168,Bats are blind - variation 16,general,rejected,0.720174164434086,easy,Scientific consensus; textbook references,1
FC_00169,Mount Everest is the tallest mountain on Earth - variation 16,general,supported,0.7997587989324533,easy,Scientific consensus; textbook references,2
FC_00170,The Amazon is the longest river in the world - variation 16,general,rejected,0.917850712291863,easy,Scientific consensus; textbook references,2
FC_00171,The Earth is round - variation 17,general,supported,0.9274375746878151,medium,Scientific consensus; textbook references,3
FC_00172,Water boils at 100°C at sea level - variation 17,general,supported,0.7463973179061637,medium,Scientific consensus; textbook references,2
FC_00173,The Great Wall of China is visible from space - variation 17,general,rejected,0.6687250646661568,medium,Scientific consensus; textbook references,3
FC_00174,Humans use only 10% of their brain - variation 17,general,rejected,0.8146558223141145,medium,Scientific consensus; textbook references,2
FC_00175,Lightning never strikes the same place twice - variation 17,general,rejected,0.6149768189485267,medium,Scientific consensus; textbook references,2
FC_00176,The Sun is a star - variation 17,general,supported,0.7490123428437665,medium,Scientific consensus; textbook references,2
FC_00177,Goldfish have a 3-second memory - variation 17,general,rejected,0.6065124461967313,medium,Scientific consensus; textbook references,2
FC_00178,Bats are blind - variation 17,general,rejected,0.7936904641207732,medium,Scientific consensus; textbook references,1
FC_00179,Mount Everest is the tallest mountain on Earth - variation 17,general,supported,0.6180916810012588,medium,Scientific consensus; textbook references,1
FC_00180,The Amazon is the longest river in the world - variation 17,general,rejected,0.9133445683994748,medium,Scientific consensus; textbook references,1
FC_00181,The Earth is round - variation 18,general,supported,0.793817598001171,hard,Scientific consensus; textbook references,3
FC_00182,Water boils at 100°C at sea level - variation 18,general,supported,0.8240541729011849,hard,Scientific consensus; textbook references,1
FC_00183,The Great Wall of China is visible from space - variation 18,general,rejected,0.9258690593244961,hard,Scientific consensus; textbook references,2
FC_00184,Humans use only 10% of their brain - variation 18,general,rejected,0.75460512749065,hard,Scientific consensus; textbook references,3
FC_00185,Lightning never strikes the same place twice - variation 18,general,rejected,0.6923248158325185,hard,Scientific consensus; textbook references,3
FC_00186,The Sun is a star - variation 18,general,supported,0.7670707246558662,hard,Scientific consensus; textbook references,1
FC_00187,Goldfish have a 3-second memory - variation 18,general,rejected,0.811200214696096,hard,Scientific consensus; textbook references,3
FC_00188,Bats are blind - variation 18,general,rejected,0.922103527418701,hard,Scientific consensus; textbook references,3
FC_00189,Mount Everest is the tallest mountain on Earth - variation 18,general,supported,0.6879962608894853,hard,Scientific consensus; textbook references,1
FC_00190,The Amazon is the longest river in the world - variation 18,general,rejected,0.7532248308433174,hard,Scientific consensus; textbook references,3
FC_00191,The Earth is round - variation 19,general,supported,0.9120981546834612,expert,Scientific consensus; textbook references,1
FC_00192,Water boils at 100°C at sea level - variation 19,general,supported,0.7165913385138776,expert,Scientific consensus; textbook references,2
FC_00193,The Great Wall of China is visible from space - variation 19,general,rejected,0.9387836539476755,expert,Scientific consensus; textbook references,2
FC_00194,Humans use only 10% of their brain - variation 19,general,rejected,0.7351572076415359,expert,Scientific consensus; textbook references,1
FC_00195,Lightning never strikes the same place twice - variation 19,general,rejected,0.787745826468403,expert,Scientific consensus; textbook references,2
FC_00196,The Sun is a star - variation 19,general,supported,0.9342533261631071,expert,Scientific consensus; textbook references,3
FC_00197,Goldfish have a 3-second memory - variation 19,general,rejected,0.7869466449886228,expert,Scientific consensus; textbook references,2
FC_00198,Bats are blind - variation 19,general,rejected,0.9477932163299498,expert,Scientific consensus; textbook references,1
FC_00199,Mount Everest is the tallest mountain on Earth - variation 19,general,supported,0.736027533632394,expert,Scientific consensus; textbook references,3
FC_00200,The Amazon is the longest river in the world - variation 19,general,rejected,0.8105222291670537,expert,Scientific consensus; textbook references,2
FC_00201,The Earth is round - variation 20,general,supported,0.7253385113825854,easy,Scientific consensus; textbook references,1
FC_00202,Water boils at 100°C at sea level - variation 20,general,supported,0.8731337165393234,easy,Scientific consensus; textbook references,1
FC_00203,The Great Wall of China is visible from space - variation 20,general,rejected,0.6347120230114344,easy,Scientific consensus; textbook references,2
FC_00204,Humans use only 10% of their brain - variation 20,general,rejected,0.6336215427077019,easy,Scientific consensus; textbook references,2
FC_00205,Lightning never strikes the same place twice - variation 20,general,rejected,0.6629176132066218,easy,Scientific consensus; textbook references,2
FC_00206,The Sun is a star - variation 20,general,supported,0.8472483766193963,easy,Scientific consensus; textbook references,1
FC_00207,Goldfish have a 3-second memory - variation 20,general,rejected,0.9202924402406925,easy,Scientific consensus; textbook references,1
FC_00208,Bats are blind - variation 20,general,rejected,0.8401414945883087,easy,Scientific consensus; textbook references,2
FC_00209,Mount Everest is the tallest mountain on Earth - variation 20,general,supported,0.7735770136623024,easy,Scientific consensus; textbook references,1
FC_00210,The Amazon is the longest river in the world - variation 20,general,rejected,0.9464447068172894,easy,Scientific consensus; textbook references,3
FC_00211,The Earth is round - variation 21,general,supported,0.6036292769383396,medium,Scientific consensus; textbook references,2
FC_00212,Water boils at 100°C at sea level - variation 21,general,supported,0.8428789772438356,medium,Scientific consensus; textbook references,2
FC_00213,The Great Wall of China is visible from space - variation 21,general,rejected,0.6294139262281772,medium,Scientific consensus; textbook references,2
FC_00214,Humans use only 10% of their brain - variation 21,general,rejected,0.7129967226958256,medium,Scientific consensus; textbook references,1
FC_00215,Lightning never strikes the same place twice - variation 21,general,rejected,0.886922056216755,medium,Scientific consensus; textbook references,2
FC_00216,The Sun is a star - variation 21,general,supported,0.7404406419841283,medium,Scientific consensus; textbook references,3
FC_00217,Goldfish have a 3-second memory - variation 21,general,rejected,0.8808938961901636,medium,Scientific consensus; textbook references,3
FC_00218,Bats are blind - variation 21,general,rejected,0.7864576949590254,medium,Scientific consensus; textbook references,1
FC_00219,Mount Everest is the tallest mountain on Earth - variation 21,general,supported,0.8640912148221198,medium,Scientific consensus; textbook references,3
FC_00220,The Amazon is the longest river in the world - variation 21,general,rejected,0.755063472071354,medium,Scientific consensus; textbook references,3
FC_00221,The Earth is round - variation 22,general,supported,0.9240592845732993,hard,Scientific consensus; textbook references,3
FC_00222,Water boils at 100°C at sea level - variation 22,general,supported,0.657598045210174,hard,Scientific consensus; textbook references,2
FC_00223,The Great Wall of China is visible from space - variation 22,general,rejected,0.8495972959395628,hard,Scientific consensus; textbook references,3
FC_00224,Humans use only 10% of their brain - variation 22,general,rejected,0.6972941338731026,hard,Scientific consensus; textbook references,1
FC_00225,Lightning never strikes the same place twice - variation 22,general,rejected,0.7541831407969302,hard,Scientific consensus; textbook references,1
FC_00226,The Sun is a star - variation 22,general,supported,0.7921019502127036,hard,Scientific consensus; textbook references,3
FC_00227,Goldfish have a 3-second memory - variation 22,general,rejected,0.9110194329013683,hard,Scientific consensus; textbook references,1
FC_00228,Bats are blind - variation 22,general,rejected,0.6038666337736612,hard,Scientific consensus; textbook references,1
FC_00229,Mount Everest is the tallest mountain on Earth - variation 22,general,supported,0.8217785411955656,hard,Scientific consensus; textbook references,3
FC_00230,The Amazon is the longest river in the world - variation 22,general,rejected,0.9073615997354848,hard,Scientific consensus; textbook references,1
FC_00231,The Earth is round - variation 23,general,supported,0.7653334678888515,expert,Scientific consensus; textbook references,1
FC_00232,Water boils at 100°C at sea level - variation 23,general,supported,0.7416574169722334,expert,Scientific consensus; textbook references,3
FC_00233,The Great Wall of China is visible from space - variation 23,general,rejected,0.8069759601769098,expert,Scientific consensus; textbook references,2
FC_00234,Humans use only 10% of their brain - variation 23,general,rejected,0.8396924349628195,expert,Scientific consensus; textbook references,2
FC_00235,Lightning never strikes the same place twice - variation 23,general,rejected,0.7490455716160344,expert,Scientific consensus; textbook references,3
FC_00236,The Sun is a star - variation 23,general,supported,0.9248918085214501,expert,Scientific consensus; textbook references,1
FC_00237,Goldfish have a 3-second memory - variation 23,general,rejected,0.6340368774657728,expert,Scientific consensus; textbook references,1
FC_00238,Bats are blind - variation 23,general,rejected,0.9065526624660385,expert,Scientific consensus; textbook references,1
FC_00239,Mount Everest is the tallest mountain on Earth - variation 23,general,supported,0.7816701738004175,expert,Scientific consensus; textbook references,1
FC_00240,The Amazon is the longest river in the world - variation 23,general,rejected,0.6760403951018235,expert,Scientific consensus; textbook references,1
FC_00241,The Earth is round - variation 24,general,supported,0.7673886766464344,easy,Scientific consensus; textbook references,2
FC_00242,Water boils at 100°C at sea level - variation 24,general,supported,0.6542864861672517,easy,Scientific consensus; textbook references,3
FC_00243,The Great Wall of China is visible from space - variation 24,general,rejected,0.7872809930058959,easy,Scientific consensus; textbook references,1
FC_00244,Humans use only 10% of their brain - variation 24,general,rejected,0.7066465182216252,easy,Scientific consensus; textbook references,1
FC_00245,Lightning never strikes the same place twice - variation 24,general,rejected,0.6058715119110198,easy,Scientific consensus; textbook references,3
FC_00246,The Sun is a star - variation 24,general,supported,0.6302966990381759,easy,Scientific consensus; textbook references,3
FC_00247,Goldfish have a 3-second memory - variation 24,general,rejected,0.7624500639769005,easy,Scientific consensus; textbook references,1
FC_00248,Bats are blind - variation 24,general,rejected,0.6264825069876513,easy,Scientific consensus; textbook references,3
FC_00249,Mount Everest is the tallest mountain on Earth - variation 24,general,supported,0.7416405992675362,easy,Scientific consensus; textbook references,2
