id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
FA_00032,Bitcoin is a reliable store of value (context 3),finance,undecided,0.795,hard,Volatility data,4
FA_00033,Index funds outperform actively managed funds (context 3),finance,supported,0.57,expert,Historical returns,3
FA_00034,Real estate always appreciates (context 3),finance,rejected,0.896,easy,2008 crash data,1
FA_00035,Higher interest rates decrease stock prices (context 3),finance,supported,0.86,medium,Economic models,2
FA_00036,Diversification reduces portfolio risk (context 3),finance,supported,0.861,hard,Modern Portfolio Theory,4
FA_00037,Technical analysis predicts stock movements (context 3),finance,undecided,0.625,expert,Backtesting results,4
FA_00038,Gold is a hedge against inflation (context 3),finance,supported,0.742,easy,Historical correlation,1
FA_00039,Tesla is overvalued (context 3),finance,undecided,0.596,medium,P/E comparisons,4
FA_00040,Cryptocurrency will replace fiat currency (context 3),finance,rejected,0.769,hard,Adoption rates,4
FA_00041,Apple stock will outperform the market in 2024 (context 4),finance,undecided,0.764,easy,Market analysis,2
FA_00042,Bitcoin is a reliable store of value (context 4),finance,undecided,0.775,medium,Volatility data,4
FA_00043,Index funds outperform actively managed funds (context 4),finance,supported,0.945,hard,Historical returns,2
FA_00044,Real estate always appreciates (context 4),finance,rejected,0.83,expert,2008 crash data,2
FA_00045,Higher interest rates decrease stock prices (context 4),finance,supported,0.643,easy,Economic models,3
FA_00046,Diversification reduces portfolio risk (context 4),finance,supported,0.938,medium,Modern Portfolio Theory,4
FA_00047,Technical analysis predicts stock movements (context 4),finance,undecided,0.88,hard,Backtesting results,1
FA_00048,Gold is a hedge against inflation (context 4),finance,supported,0.855,expert,Historical correlation,2
FA_00049,Tesla is overvalued (context 4),finance,undecided,0.659,easy,P/E comparisons,3
FA_00050,Cryptocurrency will replace fiat currency (context 4),finance,rejected,0.6,medium,Adoption rates,1
FA_00051,Apple stock will outperform the market in 2024 (context 5),finance,undecided,0.812,expert,Market analysis,2
FA_00052,Bitcoin is a reliable store of value (context 5),finance,undecided,0.825,easy,Volatility data,3
FA_00053,Index funds outperform actively managed funds (context 5),finance,supported,0.62,medium,Historical returns,3
FA_00054,Real estate always appreciates (context 5),finance,rejected,0.663,hard,2008 crash data,2
FA_00055,Higher interest rates decrease stock prices (context 5),finance,supported,0.848,expert,Economic models,2
FA_00056,Diversification reduces portfolio risk (context 5),finance,supported,0.626,easy,Modern Portfolio Theory,2
FA_00057,Technical analysis predicts stock movements (context 5),finance,undecided,0.911,medium,Backtesting results,1
FA_00058,Gold is a hedge against inflation (context 5),finance,supported,0.874,hard,Historical correlation,3
FA_00059,Tesla is overvalued (context 5),finance,undecided,0.669,expert,P/E comparisons,3
FA_00060,Cryptocurrency will replace fiat currency (context 5),finance,rejected,0.869,easy,Adoption rates,3
FA_00061,Apple stock will outperform the market in 2024 (context 6),finance,undecided,0.799,hard,Market analysis,4
FA_00062,Bitcoin is a reliable store of value (context 6),finance,undecided,0.664,expert,Volatility data,4
FA_00063,Index funds outperform actively managed funds (context 6),finance,supported,0.761,easy,Historical returns,1
FA_00064,Real estate always appreciates (context 6),finance,rejected,0.927,medium,2008 crash data,3
FA_00065,Higher interest rates decrease stock prices (context 6),finance,supported,0.674,hard,Economic models,1
FA_00066,Diversification reduces portfolio risk (context 6),finance,supported,0.821,expert,Modern Portfolio Theory,1
FA_00067,Technical analysis predicts stock movements (context 6),finance,undecided,0.805,easy,Backtesting results,1
FA_00068,Gold is a hedge against inflation (context 6),finance,supported,0.78,medium,Historical correlation,1
FA_00069,Tesla is overvalued (context 6),finance,undecided,0.607,hard,P/E comparisons,1
FA_00070,Cryptocurrency will replace fiat currency (context 6),finance,rejected,0.731,expert,Adoption rates,2
FA_00071,Apple stock will outperform the market in 2024 (context 7),finance,undecided,0.643,medium,Market analysis,2
FA_00072,Bitcoin is a reliable store of value (context 7),finance,undecided,0.736,hard,Volatility data,3
FA_00073,Index funds outperform actively managed funds (context 7),finance,supported,0.811,expert,Historical returns,1
FA_00074,Real estate always appreciates (context 7),finance,rejected,0.837,easy,2008 crash data,3
FA_00075,Higher interest rates decrease stock prices (context 7),finance,supported,0.632,medium,Economic models,3
FA_00076,Diversification reduces portfolio risk (context 7),finance,supported,0.625,hard,Modern Portfolio Theory,1
FA_00077,Technical analysis predicts stock movements (context 7),finance,undecided,0.66,expert,Backtesting results,4
FA_00078,Gold is a hedge against inflation (context 7),finance,supported,0.796,easy,Historical correlation,3
FA_00079,Tesla is overvalued (context 7),finance,undecided,0.898,medium,P/E comparisons,2
FA_00080,Cryptocurrency will replace fiat currency (context 7),finance,rejected,0.921,hard,Adoption rates,3
FA_00081,Apple stock will outperform the market in 2024 (context 8),finance,undecided,0.625,easy,Market analysis,3
FA_00082,Bitcoin is a reliable store of value (context 8),finance,undecided,0.592,medium,Volatility data,4
FA_00083,Index funds outperform actively managed funds (context 8),finance,supported,0.815,hard,Historical returns,2
FA_00084,Real estate always appreciates (context 8),finance,rejected,0.836,expert,2008 crash data,4
FA_00085,Higher interest rates decrease stock prices (context 8),finance,supported,0.681,easy,Economic models,1
FA_00086,Diversification reduces portfolio risk (context 8),finance,supported,0.767,medium,Modern Portfolio Theory,3
FA_00087,Technical analysis predicts stock movements (context 8),finance,undecided,0.877,hard,Backtesting results,3
FA_00088,Gold is a hedge against inflation (context 8),finance,supported,0.868,expert,Historical correlation,3
FA_00089,Tesla is overvalued (context 8),finance,undecided,0.907,easy,P/E comparisons,2
FA_00090,Cryptocurrency will replace fiat currency (context 8),finance,rejected,0.836,medium,Adoption rates,3
FA_00091,Apple stock will outperform the market in 2024 (context 9),finance,undecided,0.623,expert,Market analysis,1
FA_00092,Bitcoin is a reliable store of value (context 9),finance,undecided,0.921,easy,Volatility data,3
FA_00093,Index funds outperform actively managed funds (context 9),finance,supported,0.559,medium,Historical returns,3
FA_00094,Real estate always appreciates (context 9),finance,rejected,0.753,hard,2008 crash data,1
FA_00095,Higher interest rates decrease stock prices (context 9),finance,supported,0.665,expert,Economic models,4
FA_00096,Diversification reduces portfolio risk (context 9),finance,supported,0.943,easy,Modern Portfolio Theory,1
FA_00097,Technical analysis predicts stock movements (context 9),finance,undecided,0.848,medium,Backtesting results,1
FA_00098,Gold is a hedge against inflation (context 9),finance,supported,0.858,hard,Historical correlation,2
FA_00099,Tesla is overvalued (context 9),finance,undecided,0.769,expert,P/E comparisons,4
FA_00100,Cryptocurrency will replace fiat currency (context 9),finance,rejected,0.779,easy,Adoption rates,4
FA_00101,Apple stock will outperform the market in 2024 (context 10),finance,undecided,0.798,hard,Market analysis,3
FA_00102,Bitcoin is a reliable store of value (context 10),finance,undecided,0.681,expert,Volatility data,4
FA_00103,Index funds outperform actively managed funds (context 10),finance,supported,0.801,easy,Historical returns,4
FA_00104,Real estate always appreciates (context 10),finance,rejected,0.767,medium,2008 crash data,3
FA_00105,Higher interest rates decrease stock prices (context 10),finance,supported,0.643,hard,Economic models,4
FA_00106,Diversification reduces portfolio risk (context 10),finance,supported,0.688,expert,Modern Portfolio Theory,2
FA_00107,Technical analysis predicts stock movements (context 10),finance,undecided,0.853,easy,Backtesting results,1
FA_00108,Gold is a hedge against inflation (context 10),finance,supported,0.885,medium,Historical correlation,4
FA_00109,Tesla is overvalued (context 10),finance,undecided,0.884,hard,P/E comparisons,1
FA_00110,Cryptocurrency will replace fiat currency (context 10),finance,rejected,0.906,expert,Adoption rates,4
FA_00111,Apple stock will outperform the market in 2024 (context 11),finance,undecided,0.785,medium,Market analysis,3
FA_00112,Bitcoin is a reliable store of value (context 11),finance,undecided,0.583,hard,Volatility data,2
FA_00113,Index funds outperform actively managed funds (context 11),finance,supported,0.557,expert,Historical returns,1
FA_00114,Real estate always appreciates (context 11),finance,rejected,0.942,easy,2008 crash data,1
FA_00115,Higher interest rates decrease stock prices (context 11),finance,supported,0.71,medium,Economic models,2
FA_00116,Diversification reduces portfolio risk (context 11),finance,supported,0.697,hard,Modern Portfolio Theory,1
FA_00117,Technical analysis predicts stock movements (context 11),finance,undecided,0.908,expert,Backtesting results,2
FA_00118,Gold is a hedge against inflation (context 11),finance,supported,0.659,easy,Historical correlation,4
FA_00119,Tesla is overvalued (context 11),finance,undecided,0.73,medium,P/E comparisons,4
FA_00120,Cryptocurrency will replace fiat currency (context 11),finance,rejected,0.603,hard,Adoption rates,2
FA_00121,Apple stock will outperform the market in 2024 (context 12),finance,undecided,0.725,easy,Market analysis,1
FA_00122,Bitcoin is a reliable store of value (context 12),finance,undecided,0.752,medium,Volatility data,1
FA_00123,Index funds outperform actively managed funds (context 12),finance,supported,0.733,hard,Historical returns,2
FA_00124,Real estate always appreciates (context 12),finance,rejected,0.821,expert,2008 crash data,2
FA_00125,Higher interest rates decrease stock prices (context 12),finance,supported,0.558,easy,Economic models,3
FA_00126,Diversification reduces portfolio risk (context 12),finance,supported,0.873,medium,Modern Portfolio Theory,3
FA_00127,Technical analysis predicts stock movements (context 12),finance,undecided,0.902,hard,Backtesting results,1
FA_00128,Gold is a hedge against inflation (context 12),finance,supported,0.911,expert,Historical correlation,1
FA_00129,Tesla is overvalued (context 12),finance,undecided,0.947,easy,P/E comparisons,2
FA_00130,Cryptocurrency will replace fiat currency (context 12),finance,rejected,0.813,medium,Adoption rates,4
FA_00131,Apple stock will outperform the market in 2024 (context 13),finance,undecided,0.592,expert,Market analysis,2
FA_00132,Bitcoin is a reliable store of value (context 13),finance,undecided,0.915,easy,Volatility data,4
FA_00133,Index funds outperform actively managed funds (context 13),finance,supported,0.605,medium,Historical returns,4
FA_00134,Real estate always appreciates (context 13),finance,rejected,0.764,hard,2008 crash data,4
FA_00135,Higher interest rates decrease stock prices (context 13),finance,supported,0.658,expert,Economic models,1
FA_00136,Diversification reduces portfolio risk (context 13),finance,supported,0.634,easy,Modern Portfolio Theory,1
FA_00137,Technical analysis predicts stock movements (context 13),finance,undecided,0.617,medium,Backtesting results,4
FA_00138,Gold is a hedge against inflation (context 13),finance,supported,0.903,hard,Historical correlation,3
FA_00139,Tesla is overvalued (context 13),finance,undecided,0.778,expert,P/E comparisons,4
FA_00140,Cryptocurrency will replace fiat currency (context 13),finance,rejected,0.939,easy,Adoption rates,1
FA_00141,Apple stock will outperform the market in 2024 (context 14),finance,undecided,0.71,hard,Market analysis,2
FA_00142,Bitcoin is a reliable store of value (context 14),finance,undecided,0.753,expert,Volatility data,1
FA_00143,Index funds outperform actively managed funds (context 14),finance,supported,0.639,easy,Historical returns,2
FA_00144,Real estate always appreciates (context 14),finance,rejected,0.675,medium,2008 crash data,1
FA_00145,Higher interest rates decrease stock prices (context 14),finance,supported,0.901,hard,Economic models,3
FA_00146,Diversification reduces portfolio risk (context 14),finance,supported,0.674,expert,Modern Portfolio Theory,4
FA_00147,Technical analysis predicts stock movements (context 14),finance,undecided,0.581,easy,Backtesting results,1
FA_00148,Gold is a hedge against inflation (context 14),finance,supported,0.665,medium,Historical correlation,3
FA_00149,Tesla is overvalued (context 14),finance,undecided,0.577,hard,P/E comparisons,2
FA_00150,Cryptocurrency will replace fiat currency (context 14),finance,rejected,0.915,expert,Adoption rates,2
FA_00151,Apple stock will outperform the market in 2024 (context 15),finance,undecided,0.882,medium,Market analysis,2
FA_00152,Bitcoin is a reliable store of value (context 15),finance,undecided,0.675,hard,Volatility data,2
FA_00153,Index funds outperform actively managed funds (context 15),finance,supported,0.743,expert,Historical returns,4
FA_00154,Real estate always appreciates (context 15),finance,rejected,0.786,easy,2008 crash data,2
FA_00155,Higher interest rates decrease stock prices (context 15),finance,supported,0.624,medium,Economic models,2
FA_00156,Diversification reduces portfolio risk (context 15),finance,supported,0.859,hard,Modern Portfolio Theory,3
FA_00157,Technical analysis predicts stock movements (context 15),finance,undecided,0.695,expert,Backtesting results,1
FA_00158,Gold is a hedge against inflation (context 15),finance,supported,0.821,easy,Historical correlation,4
FA_00159,Tesla is overvalued (context 15),finance,undecided,0.785,medium,P/E comparisons,3
FA_00160,Cryptocurrency will replace fiat currency (context 15),finance,rejected,0.555,hard,Adoption rates,3
FA_00161,Apple stock will outperform the market in 2024 (context 16),finance,undecided,0.68,easy,Market analysis,4
FA_00162,Bitcoin is a reliable store of value (context 16),finance,undecided,0.615,medium,Volatility data,2
FA_00163,Index funds outperform actively managed funds (context 16),finance,supported,0.915,hard,Historical returns,3
FA_00164,Real estate always appreciates (context 16),finance,rejected,0.721,expert,2008 crash data,2
FA_00165,Higher interest rates decrease stock prices (context 16),finance,supported,0.731,easy,Economic models,4
FA_00166,Diversification reduces portfolio risk (context 16),finance,supported,0.697,medium,Modern Portfolio Theory,1
FA_00167,Technical analysis predicts stock movements (context 16),finance,undecided,0.799,hard,Backtesting results,3
FA_00168,Gold is a hedge against inflation (context 16),finance,supported,0.601,expert,Historical correlation,3
FA_00169,Tesla is overvalued (context 16),finance,undecided,0.786,easy,P/E comparisons,4
FA_00170,Cryptocurrency will replace fiat currency (context 16),finance,rejected,0.868,medium,Adoption rates,2
FA_00171,Apple stock will outperform the market in 2024 (context 17),finance,undecided,0.557,expert,Market analysis,2
FA_00172,Bitcoin is a reliable store of value (context 17),finance,undecided,0.631,easy,Volatility data,3
FA_00173,Index funds outperform actively managed funds (context 17),finance,supported,0.85,medium,Historical returns,1
FA_00174,Real estate always appreciates (context 17),finance,rejected,0.692,hard,2008 crash data,3
FA_00175,Higher interest rates decrease stock prices (context 17),finance,supported,0.738,expert,Economic models,3
FA_00176,Diversification reduces portfolio risk (context 17),finance,supported,0.848,easy,Modern Portfolio Theory,3
FA_00177,Technical analysis predicts stock movements (context 17),finance,undecided,0.783,medium,Backtesting results,2
FA_00178,Gold is a hedge against inflation (context 17),finance,supported,0.827,hard,Historical correlation,4
FA_00179,Tesla is overvalued (context 17),finance,undecided,0.886,expert,P/E comparisons,4
FA_00180,Cryptocurrency will replace fiat currency (context 17),finance,rejected,0.939,easy,Adoption rates,4
FA_00181,Apple stock will outperform the market in 2024 (context 18),finance,undecided,0.663,hard,Market analysis,3
FA_00182,Bitcoin is a reliable store of value (context 18),finance,undecided,0.711,expert,Volatility data,4
FA_00183,Index funds outperform actively managed funds (context 18),finance,supported,0.849,easy,Historical returns,3
FA_00184,Real estate always appreciates (context 18),finance,rejected,0.812,medium,2008 crash data,2
FA_00185,Higher interest rates decrease stock prices (context 18),finance,supported,0.689,hard,Economic models,2
FA_00186,Diversification reduces portfolio risk (context 18),finance,supported,0.908,expert,Modern Portfolio Theory,1
FA_00187,Technical analysis predicts stock movements (context 18),finance,undecided,0.666,easy,Backtesting results,1
FA_00188,Gold is a hedge against inflation (context 18),finance,supported,0.707,medium,Historical correlation,2
FA_00189,Tesla is overvalued (context 18),finance,undecided,0.891,hard,P/E comparisons,1
FA_00190,Cryptocurrency will replace fiat currency (context 18),finance,rejected,0.931,expert,Adoption rates,4
FA_00191,Apple stock will outperform the market in 2024 (context 19),finance,undecided,0.832,medium,Market analysis,3
FA_00192,Bitcoin is a reliable store of value (context 19),finance,undecided,0.717,hard,Volatility data,3
FA_00193,Index funds outperform actively managed funds (context 19),finance,supported,0.717,expert,Historical returns,4
FA_00194,Real estate always appreciates (context 19),finance,rejected,0.942,easy,2008 crash data,2
FA_00195,Higher interest rates decrease stock prices (context 19),finance,supported,0.691,medium,Economic models,2
FA_00196,Diversification reduces portfolio risk (context 19),finance,supported,0.768,hard,Modern Portfolio Theory,4
FA_00197,Technical analysis predicts stock movements (context 19),finance,undecided,0.83,expert,Backtesting results,3
FA_00198,Gold is a hedge against inflation (context 19),finance,supported,0.654,easy,Historical correlation,3
FA_00199,Tesla is overvalued (context 19),finance,undecided,0.902,medium,P/E comparisons,3
FA_00200,Cryptocurrency will replace fiat currency (context 19),finance,rejected,0.936,hard,Adoption rates,3
FA_00201,Apple stock will outperform the market in 2024 (context 20),finance,undecided,0.838,easy,Market analysis,1
FA_00202,Bitcoin is a reliable store of value (context 20),finance,undecided,0.781,medium,Volatility data,1
FA_00203,Index funds outperform actively managed funds (context 20),finance,supported,0.568,hard,Historical returns,2
FA_00204,Real estate always appreciates (context 20),finance,rejected,0.769,expert,2008 crash data,1
FA_00205,Higher interest rates decrease stock prices (context 20),finance,supported,0.95,easy,Economic models,3
FA_00206,Diversification reduces portfolio risk (context 20),finance,supported,0.841,medium,Modern Portfolio Theory,1
FA_00207,Technical analysis predicts stock movements (context 20),finance,undecided,0.866,hard,Backtesting results,1
FA_00208,Gold is a hedge against inflation (context 20),finance,supported,0.757,expert,Historical correlation,3
FA_00209,Tesla is overvalued (context 20),finance,undecided,0.666,easy,P/E comparisons,1
FA_00210,Cryptocurrency will replace fiat currency (context 20),finance,rejected,0.606,medium,Adoption rates,1
FA_00211,Apple stock will outperform the market in 2024 (context 21),finance,undecided,0.746,expert,Market analysis,2
FA_00212,Bitcoin is a reliable store of value (context 21),finance,undecided,0.654,easy,Volatility data,1
FA_00213,Index funds outperform actively managed funds (context 21),finance,supported,0.888,medium,Historical returns,4
FA_00214,Real estate always appreciates (context 21),finance,rejected,0.822,hard,2008 crash data,1
FA_00215,Higher interest rates decrease stock prices (context 21),finance,supported,0.932,expert,Economic models,3
FA_00216,Diversification reduces portfolio risk (context 21),finance,supported,0.712,easy,Modern Portfolio Theory,4
FA_00217,Technical analysis predicts stock movements (context 21),finance,undecided,0.816,medium,Backtesting results,4
FA_00218,Gold is a hedge against inflation (context 21),finance,supported,0.72,hard,Historical correlation,4
FA_00219,Tesla is overvalued (context 21),finance,undecided,0.843,expert,P/E comparisons,1
FA_00220,Cryptocurrency will replace fiat currency (context 21),finance,rejected,0.83,easy,Adoption rates,3
FA_00221,Apple stock will outperform the market in 2024 (context 22),finance,undecided,0.938,hard,Market analysis,4
FA_00222,Bitcoin is a reliable store of value (context 22),finance,undecided,0.923,expert,Volatility data,3
FA_00223,Index funds outperform actively managed funds (context 22),finance,supported,0.947,easy,Historical returns,1
FA_00224,Real estate always appreciates (context 22),finance,rejected,0.761,medium,2008 crash data,1
FA_00225,Higher interest rates decrease stock prices (context 22),finance,supported,0.668,hard,Economic models,1
FA_00226,Diversification reduces portfolio risk (context 22),finance,supported,0.893,expert,Modern Portfolio Theory,1
FA_00227,Technical analysis predicts stock movements (context 22),finance,undecided,0.553,easy,Backtesting results,3
FA_00228,Gold is a hedge against inflation (context 22),finance,supported,0.808,medium,Historical correlation,2
FA_00229,Tesla is overvalued (context 22),finance,undecided,0.777,hard,P/E comparisons,3
FA_00230,Cryptocurrency will replace fiat currency (context 22),finance,rejected,0.567,expert,Adoption rates,2
FA_00231,Apple stock will outperform the market in 2024 (context 23),finance,undecided,0.892,medium,Market analysis,2
FA_00232,Bitcoin is a reliable store of value (context 23),finance,undecided,0.833,hard,Volatility data,4
FA_00233,Index funds outperform actively managed funds (context 23),finance,supported,0.784,expert,Historical returns,4
FA_00234,Real estate always appreciates (context 23),finance,rejected,0.842,easy,2008 crash data,2
FA_00235,Higher interest rates decrease stock prices (context 23),finance,supported,0.87,medium,Economic models,3
FA_00236,Diversification reduces portfolio risk (context 23),finance,supported,0.57,hard,Modern Portfolio Theory,1
FA_00237,Technical analysis predicts stock movements (context 23),finance,undecided,0.612,expert,Backtesting results,2
FA_00238,Gold is a hedge against inflation (context 23),finance,supported,0.634,easy,Historical correlation,2
FA_00239,Tesla is overvalued (context 23),finance,undecided,0.761,medium,P/E comparisons,2
FA_00240,Cryptocurrency will replace fiat currency (context 23),finance,rejected,0.569,hard,Adoption rates,3
FA_00241,Apple stock will outperform the market in 2024 (context 24),finance,undecided,0.87,easy,Market analysis,4
FA_00242,Bitcoin is a reliable store of value (context 24),finance,undecided,0.766,medium,Volatility data,3
FA_00243,Index funds outperform actively managed funds (context 24),finance,supported,0.688,hard,Historical returns,1
FA_00244,Real estate always appreciates (context 24),finance,rejected,0.723,expert,2008 crash data,2
FA_00245,Higher interest rates decrease stock prices (context 24),finance,supported,0.601,easy,Economic models,4
FA_00246,Diversification reduces portfolio risk (context 24),finance,supported,0.601,medium,Modern Portfolio Theory,3
FA_00247,Technical analysis predicts stock movements (context 24),finance,undecided,0.655,hard,Backtesting results,1
FA_00248,Gold is a hedge against inflation (context 24),finance,supported,0.884,expert,Historical correlation,2
FA_00249,Tesla is overvalued (context 24),finance,undecided,0.895,easy,P/E comparisons,3
FA_00250,Cryptocurrency will replace fiat currency (context 24),finance,rejected,0.601,medium,Adoption rates,1
FA_00251,Apple stock will outperform the market in 2024 (context 25),finance,undecided,0.594,expert,Market analysis,2
FA_00252,Bitcoin is a reliable store of value (context 25),finance,undecided,0.597,easy,Volatility data,4
FA_00253,Index funds outperform actively managed funds (context 25),finance,supported,0.931,medium,Historical returns,2
FA_00254,Real estate always appreciates (context 25),finance,rejected,0.635,hard,2008 crash data,1
FA_00255,Higher interest rates decrease stock prices (context 25),finance,supported,0.678,expert,Economic models,4
FA_00256,Diversification reduces portfolio risk (context 25),finance,supported,0.58,easy,Modern Portfolio Theory,2
FA_00257,Technical analysis predicts stock movements (context 25),finance,undecided,0.746,medium,Backtesting results,1
FA_00258,Gold is a hedge against inflation (context 25),finance,supported,0.597,hard,Historical correlation,4
FA_00259,Tesla is overvalued (context 25),finance,undecided,0.793,expert,P/E comparisons,4
FA_00260,Cryptocurrency will replace fiat currency (context 25),finance,rejected,0.726,easy,Adoption rates,2
FA_00261,Apple stock will outperform the market in 2024 (context 26),finance,undecided,0.893,hard,Market analysis,3
FA_00262,Bitcoin is a reliable store of value (context 26),finance,undecided,0.874,expert,Volatility data,1
FA_00263,Index funds outperform actively managed funds (context 26),finance,supported,0.694,easy,Historical returns,3
FA_00264,Real estate always appreciates (context 26),finance,rejected,0.859,medium,2008 crash data,2
FA_00265,Higher interest rates decrease stock prices (context 26),finance,supported,0.577,hard,Economic models,3
FA_00266,Diversification reduces portfolio risk (context 26),finance,supported,0.941,expert,Modern Portfolio Theory,1
FA_00267,Technical analysis predicts stock movements (context 26),finance,undecided,0.667,easy,Backtesting results,3
FA_00268,Gold is a hedge against inflation (context 26),finance,supported,0.731,medium,Historical correlation,3
FA_00269,Tesla is overvalued (context 26),finance,undecided,0.794,hard,P/E comparisons,2
FA_00270,Cryptocurrency will replace fiat currency (context 26),finance,rejected,0.93,expert,Adoption rates,4
FA_00271,Apple stock will outperform the market in 2024 (context 27),finance,undecided,0.771,medium,Market analysis,4
FA_00272,Bitcoin is a reliable store of value (context 27),finance,undecided,0.892,hard,Volatility data,3
FA_00273,Index funds outperform actively managed funds (context 27),finance,supported,0.553,expert,Historical returns,4
FA_00274,Real estate always appreciates (context 27),finance,rejected,0.923,easy,2008 crash data,2
FA_00275,Higher interest rates decrease stock prices (context 27),finance,supported,0.575,medium,Economic models,1
FA_00276,Diversification reduces portfolio risk (context 27),finance,supported,0.831,hard,Modern Portfolio Theory,3
FA_00277,Technical analysis predicts stock movements (context 27),finance,undecided,0.572,expert,Backtesting results,1
FA_00278,Gold is a hedge against inflation (context 27),finance,supported,0.839,easy,Historical correlation,3
FA_00279,Tesla is overvalued (context 27),finance,undecided,0.771,medium,P/E comparisons,3
FA_00280,Cryptocurrency will replace fiat currency (context 27),finance,rejected,0.916,hard,Adoption rates,1
FA_00281,Apple stock will outperform the market in 2024 (context 28),finance,undecided,0.72,easy,Market analysis,2
FA_00282,Bitcoin is a reliable store of value (context 28),finance,undecided,0.684,medium,Volatility data,3
FA_00283,Index funds outperform actively managed funds (context 28),finance,supported,0.72,hard,Historical returns,3
FA_00284,Real estate always appreciates (context 28),finance,rejected,0.92,expert,2008 crash data,2
FA_00285,Higher interest rates decrease stock prices (context 28),finance,supported,0.701,easy,Economic models,3
FA_00286,Diversification reduces portfolio risk (context 28),finance,supported,0.807,medium,Modern Portfolio Theory,1
FA_00287,Technical analysis predicts stock movements (context 28),finance,undecided,0.638,hard,Backtesting results,4
FA_00288,Gold is a hedge against inflation (context 28),finance,supported,0.603,expert,Historical correlation,4
FA_00289,Tesla is overvalued (context 28),finance,undecided,0.585,easy,P/E comparisons,3
FA_00290,Cryptocurrency will replace fiat currency (context 28),finance,rejected,0.804,medium,Adoption rates,3
FA_00291,Apple stock will outperform the market in 2024 (context 29),finance,undecided,0.643,expert,Market analysis,4
FA_00292,Bitcoin is a reliable store of value (context 29),finance,undecided,0.886,easy,Volatility data,1
FA_00293,Index funds outperform actively managed funds (context 29),finance,supported,0.699,medium,Historical returns,4
FA_00294,Real estate always appreciates (context 29),finance,rejected,0.633,hard,2008 crash data,3
FA_00295,Higher interest rates decrease stock prices (context 29),finance,supported,0.647,expert,Economic models,4
FA_00296,Diversification reduces portfolio risk (context 29),finance,supported,0.594,easy,Modern Portfolio Theory,1
FA_00297,Technical analysis predicts stock movements (context 29),finance,undecided,0.949,medium,Backtesting results,3
FA_00298,Gold is a hedge against inflation (context 29),finance,supported,0.666,hard,Historical correlation,1
FA_00299,Tesla is overvalued (context 29),finance,undecided,0.937,expert,P/E comparisons,2
