id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
HI_00032,The American Civil War was primarily about slavery (context 3),history,supported,0.671,hard,Primary sources,2
HI_00033,Columbus discovered America (context 3),history,rejected,0.719,expert,Pre-Columbian evidence,2
HI_00034,The French Revolution improved conditions for peasants (context 3),history,undecided,0.596,easy,Social history,1
HI_00035,The atomic bombs were necessary to end WWII (context 3),history,undecided,0.611,medium,Military history,1
HI_00036,The Renaissance began in Italy (context 3),history,supported,0.931,hard,Art history,1
HI_00037,The Industrial Revolution improved quality of life (context 3),history,undecided,0.551,expert,Living standards data,4
HI_00038,Alexander the Great was undefeated (context 3),history,supported,0.823,easy,Battle records,3
HI_00039,The Great Depression was caused by the 1929 crash (context 3),history,undecided,0.685,medium,Economic history,2
HI_00040,The moon landing was faked (context 3),history,rejected,0.579,hard,Scientific evidence,2
HI_00041,The Roman Empire fell due to lead poisoning (context 4),history,rejected,0.595,easy,Archaeological evidence,3
HI_00042,The American Civil War was primarily about slavery (context 4),history,supported,0.628,medium,Primary sources,4
HI_00043,Columbus discovered America (context 4),history,rejected,0.568,hard,Pre-Columbian evidence,3
HI_00044,The French Revolution improved conditions for peasants (context 4),history,undecided,0.621,expert,Social history,4
HI_00045,The atomic bombs were necessary to end WWII (context 4),history,undecided,0.681,easy,Military history,1
HI_00046,The Renaissance began in Italy (context 4),history,supported,0.857,medium,Art history,3
HI_00047,The Industrial Revolution improved quality of life (context 4),history,undecided,0.762,hard,Living standards data,1
HI_00048,Alexander the Great was undefeated (context 4),history,supported,0.682,expert,Battle records,1
HI_00049,The Great Depression was caused by the 1929 crash (context 4),history,undecided,0.74,easy,Economic history,2
HI_00050,The moon landing was faked (context 4),history,rejected,0.688,medium,Scientific evidence,1
HI_00051,The Roman Empire fell due to lead poisoning (context 5),history,rejected,0.578,expert,Archaeological evidence,2
HI_00052,The American Civil War was primarily about slavery (context 5),history,supported,0.67,easy,Primary sources,4
HI_00053,Columbus discovered America (context 5),history,rejected,0.589,medium,Pre-Columbian evidence,3
HI_00054,The French Revolution improved conditions for peasants (context 5),history,undecided,0.678,hard,Social history,1
HI_00055,The atomic bombs were necessary to end WWII (context 5),history,undecided,0.917,expert,Military history,1
HI_00056,The Renaissance began in Italy (context 5),history,supported,0.728,easy,Art history,4
HI_00057,The Industrial Revolution improved quality of life (context 5),history,undecided,0.612,medium,Living standards data,2
HI_00058,Alexander the Great was undefeated (context 5),history,supported,0.732,hard,Battle records,2
HI_00059,The Great Depression was caused by the 1929 crash (context 5),history,undecided,0.745,expert,Economic history,3
HI_00060,The moon landing was faked (context 5),history,rejected,0.872,easy,Scientific evidence,3
HI_00061,The Roman Empire fell due to lead poisoning (context 6),history,rejected,0.891,hard,Archaeological evidence,4
HI_00062,The American Civil War was primarily about slavery (context 6),history,supported,0.798,expert,Primary sources,3
HI_00063,Columbus discovered America (context 6),history,rejected,0.801,easy,Pre-Columbian evidence,3
HI_00064,The French Revolution improved conditions for peasants (context 6),history,undecided,0.721,medium,Social history,2
HI_00065,The atomic bombs were necessary to end WWII (context 6),history,undecided,0.631,hard,Military history,2
HI_00066,The Renaissance began in Italy (context 6),history,supported,0.637,expert,Art history,1
HI_00067,The Industrial Revolution improved quality of life (context 6),history,undecided,0.817,easy,Living standards data,3
HI_00068,Alexander the Great was undefeated (context 6),history,supported,0.595,medium,Battle records,4
HI_00069,The Great Depression was caused by the 1929 crash (context 6),history,undecided,0.761,hard,Economic history,2
HI_00070,The moon landing was faked (context 6),history,rejected,0.915,expert,Scientific evidence,3
HI_00071,The Roman Empire fell due to lead poisoning (context 7),history,rejected,0.681,medium,Archaeological evidence,2
HI_00072,The American Civil War was primarily about slavery (context 7),history,supported,0.83,hard,Primary sources,4
HI_00073,Columbus discovered America (context 7),history,rejected,0.793,expert,Pre-Columbian evidence,4
HI_00074,The French Revolution improved conditions for peasants (context 7),history,undecided,0.74,easy,Social history,1
HI_00075,The atomic bombs were necessary to end WWII (context 7),history,undecided,0.857,medium,Military history,2
HI_00076,The Renaissance began in Italy (context 7),history,supported,0.783,hard,Art history,2
HI_00077,The Industrial Revolution improved quality of life (context 7),history,undecided,0.797,expert,Living standards data,3
HI_00078,Alexander the Great was undefeated (context 7),history,supported,0.74,easy,Battle records,3
HI_00079,The Great Depression was caused by the 1929 crash (context 7),history,undecided,0.563,medium,Economic history,3
HI_00080,The moon landing was faked (context 7),history,rejected,0.78,hard,Scientific evidence,3
HI_00081,The Roman Empire fell due to lead poisoning (context 8),history,rejected,0.647,easy,Archaeological evidence,2
HI_00082,The American Civil War was primarily about slavery (context 8),history,supported,0.941,medium,Primary sources,2
HI_00083,Columbus discovered America (context 8),history,rejected,0.665,hard,Pre-Columbian evidence,4
HI_00084,The French Revolution improved conditions for peasants (context 8),history,undecided,0.69,expert,Social history,2
HI_00085,The atomic bombs were necessary to end WWII (context 8),history,undecided,0.732,easy,Military history,4
HI_00086,The Renaissance began in Italy (context 8),history,supported,0.801,medium,Art history,4
HI_00087,The Industrial Revolution improved quality of life (context 8),history,undecided,0.772,hard,Living standards data,1
HI_00088,Alexander the Great was undefeated (context 8),history,supported,0.786,expert,Battle records,2
HI_00089,The Great Depression was caused by the 1929 crash (context 8),history,undecided,0.766,easy,Economic history,4
HI_00090,The moon landing was faked (context 8),history,rejected,0.713,medium,Scientific evidence,2
HI_00091,The Roman Empire fell due to lead poisoning (context 9),history,rejected,0.784,expert,Archaeological evidence,4
HI_00092,The American Civil War was primarily about slavery (context 9),history,supported,0.802,easy,Primary sources,1
HI_00093,Columbus discovered America (context 9),history,rejected,0.717,medium,Pre-Columbian evidence,3
HI_00094,The French Revolution improved conditions for peasants (context 9),history,undecided,0.926,hard,Social history,1
HI_00095,The atomic bombs were necessary to end WWII (context 9),history,undecided,0.926,expert,Military history,1
HI_00096,The Renaissance began in Italy (context 9),history,supported,0.697,easy,Art history,4
HI_00097,The Industrial Revolution improved quality of life (context 9),history,undecided,0.911,medium,Living standards data,1
HI_00098,Alexander the Great was undefeated (context 9),history,supported,0.839,hard,Battle records,1
HI_00099,The Great Depression was caused by the 1929 crash (context 9),history,undecided,0.735,expert,Economic history,2
HI_00100,The moon landing was faked (context 9),history,rejected,0.69,easy,Scientific evidence,2
HI_00101,The Roman Empire fell due to lead poisoning (context 10),history,rejected,0.779,hard,Archaeological evidence,2
HI_00102,The American Civil War was primarily about slavery (context 10),history,supported,0.716,expert,Primary sources,3
HI_00103,Columbus discovered America (context 10),history,rejected,0.88,easy,Pre-Columbian evidence,1
HI_00104,The French Revolution improved conditions for peasants (context 10),history,undecided,0.678,medium,Social history,3
HI_00105,The atomic bombs were necessary to end WWII (context 10),history,undecided,0.923,hard,Military history,3
HI_00106,The Renaissance began in Italy (context 10),history,supported,0.839,expert,Art history,4
HI_00107,The Industrial Revolution improved quality of life (context 10),history,undecided,0.921,easy,Living standards data,3
HI_00108,Alexander the Great was undefeated (context 10),history,supported,0.738,medium,Battle records,1
HI_00109,The Great Depression was caused by the 1929 crash (context 10),history,undecided,0.704,hard,Economic history,1
HI_00110,The moon landing was faked (context 10),history,rejected,0.738,expert,Scientific evidence,3
HI_00111,The Roman Empire fell due to lead poisoning (context 11),history,rejected,0.742,medium,Archaeological evidence,2
HI_00112,The American Civil War was primarily about slavery (context 11),history,supported,0.599,hard,Primary sources,4
HI_00113,Columbus discovered America (context 11),history,rejected,0.936,expert,Pre-Columbian evidence,1
HI_00114,The French Revolution improved conditions for peasants (context 11),history,undecided,0.698,easy,Social history,1
HI_00115,The atomic bombs were necessary to end WWII (context 11),history,undecided,0.817,medium,Military history,3
HI_00116,The Renaissance began in Italy (context 11),history,supported,0.843,hard,Art history,4
HI_00117,The Industrial Revolution improved quality of life (context 11),history,undecided,0.84,expert,Living standards data,1
HI_00118,Alexander the Great was undefeated (context 11),history,supported,0.831,easy,Battle records,2
HI_00119,The Great Depression was caused by the 1929 crash (context 11),history,undecided,0.689,medium,Economic history,3
HI_00120,The moon landing was faked (context 11),history,rejected,0.919,hard,Scientific evidence,3
HI_00121,The Roman Empire fell due to lead poisoning (context 12),history,rejected,0.827,easy,Archaeological evidence,3
HI_00122,The American Civil War was primarily about slavery (context 12),history,supported,0.932,medium,Primary sources,4
HI_00123,Columbus discovered America (context 12),history,rejected,0.66,hard,Pre-Columbian evidence,2
HI_00124,The French Revolution improved conditions for peasants (context 12),history,undecided,0.947,expert,Social history,1
HI_00125,The atomic bombs were necessary to end WWII (context 12),history,undecided,0.768,easy,Military history,4
HI_00126,The Renaissance began in Italy (context 12),history,supported,0.679,medium,Art history,3
HI_00127,The Industrial Revolution improved quality of life (context 12),history,undecided,0.854,hard,Living standards data,2
HI_00128,Alexander the Great was undefeated (context 12),history,supported,0.865,expert,Battle records,4
HI_00129,The Great Depression was caused by the 1929 crash (context 12),history,undecided,0.741,easy,Economic history,4
HI_00130,The moon landing was faked (context 12),history,rejected,0.929,medium,Scientific evidence,4
HI_00131,The Roman Empire fell due to lead poisoning (context 13),history,rejected,0.757,expert,Archaeological evidence,2
HI_00132,The American Civil War was primarily about slavery (context 13),history,supported,0.803,easy,Primary sources,3
HI_00133,Columbus discovered America (context 13),history,rejected,0.729,medium,Pre-Columbian evidence,1
HI_00134,The French Revolution improved conditions for peasants (context 13),history,undecided,0.645,hard,Social history,4
HI_00135,The atomic bombs were necessary to end WWII (context 13),history,undecided,0.771,expert,Military history,1
HI_00136,The Renaissance began in Italy (context 13),history,supported,0.728,easy,Art history,1
HI_00137,The Industrial Revolution improved quality of life (context 13),history,undecided,0.809,medium,Living standards data,2
HI_00138,Alexander the Great was undefeated (context 13),history,supported,0.846,hard,Battle records,2
HI_00139,The Great Depression was caused by the 1929 crash (context 13),history,undecided,0.725,expert,Economic history,2
HI_00140,The moon landing was faked (context 13),history,rejected,0.769,easy,Scientific evidence,2
HI_00141,The Roman Empire fell due to lead poisoning (context 14),history,rejected,0.935,hard,Archaeological evidence,4
HI_00142,The American Civil War was primarily about slavery (context 14),history,supported,0.854,expert,Primary sources,4
HI_00143,Columbus discovered America (context 14),history,rejected,0.744,easy,Pre-Columbian evidence,2
HI_00144,The French Revolution improved conditions for peasants (context 14),history,undecided,0.615,medium,Social history,3
HI_00145,The atomic bombs were necessary to end WWII (context 14),history,undecided,0.737,hard,Military history,2
HI_00146,The Renaissance began in Italy (context 14),history,supported,0.56,expert,Art history,3
HI_00147,The Industrial Revolution improved quality of life (context 14),history,undecided,0.609,easy,Living standards data,3
HI_00148,Alexander the Great was undefeated (context 14),history,supported,0.626,medium,Battle records,1
HI_00149,The Great Depression was caused by the 1929 crash (context 14),history,undecided,0.94,hard,Economic history,3
HI_00150,The moon landing was faked (context 14),history,rejected,0.644,expert,Scientific evidence,3
HI_00151,The Roman Empire fell due to lead poisoning (context 15),history,rejected,0.651,medium,Archaeological evidence,3
HI_00152,The American Civil War was primarily about slavery (context 15),history,supported,0.597,hard,Primary sources,3
HI_00153,Columbus discovered America (context 15),history,rejected,0.874,expert,Pre-Columbian evidence,4
HI_00154,The French Revolution improved conditions for peasants (context 15),history,undecided,0.713,easy,Social history,2
HI_00155,The atomic bombs were necessary to end WWII (context 15),history,undecided,0.883,medium,Military history,4
HI_00156,The Renaissance began in Italy (context 15),history,supported,0.762,hard,Art history,3
HI_00157,The Industrial Revolution improved quality of life (context 15),history,undecided,0.612,expert,Living standards data,3
HI_00158,Alexander the Great was undefeated (context 15),history,supported,0.561,easy,Battle records,2
HI_00159,The Great Depression was caused by the 1929 crash (context 15),history,undecided,0.663,medium,Economic history,1
HI_00160,The moon landing was faked (context 15),history,rejected,0.904,hard,Scientific evidence,3
HI_00161,The Roman Empire fell due to lead poisoning (context 16),history,rejected,0.579,easy,Archaeological evidence,1
HI_00162,The American Civil War was primarily about slavery (context 16),history,supported,0.637,medium,Primary sources,4
HI_00163,Columbus discovered America (context 16),history,rejected,0.811,hard,Pre-Columbian evidence,1
HI_00164,The French Revolution improved conditions for peasants (context 16),history,undecided,0.819,expert,Social history,3
HI_00165,The atomic bombs were necessary to end WWII (context 16),history,undecided,0.862,easy,Military history,4
HI_00166,The Renaissance began in Italy (context 16),history,supported,0.641,medium,Art history,3
HI_00167,The Industrial Revolution improved quality of life (context 16),history,undecided,0.769,hard,Living standards data,2
HI_00168,Alexander the Great was undefeated (context 16),history,supported,0.582,expert,Battle records,3
HI_00169,The Great Depression was caused by the 1929 crash (context 16),history,undecided,0.721,easy,Economic history,3
HI_00170,The moon landing was faked (context 16),history,rejected,0.945,medium,Scientific evidence,1
HI_00171,The Roman Empire fell due to lead poisoning (context 17),history,rejected,0.681,expert,Archaeological evidence,4
HI_00172,The American Civil War was primarily about slavery (context 17),history,supported,0.762,easy,Primary sources,3
HI_00173,Columbus discovered America (context 17),history,rejected,0.93,medium,Pre-Columbian evidence,2
HI_00174,The French Revolution improved conditions for peasants (context 17),history,undecided,0.596,hard,Social history,1
HI_00175,The atomic bombs were necessary to end WWII (context 17),history,undecided,0.892,expert,Military history,2
HI_00176,The Renaissance began in Italy (context 17),history,supported,0.593,easy,Art history,1
HI_00177,The Industrial Revolution improved quality of life (context 17),history,undecided,0.818,medium,Living standards data,2
HI_00178,Alexander the Great was undefeated (context 17),history,supported,0.811,hard,Battle records,1
HI_00179,The Great Depression was caused by the 1929 crash (context 17),history,undecided,0.724,expert,Economic history,1
HI_00180,The moon landing was faked (context 17),history,rejected,0.875,easy,Scientific evidence,3
HI_00181,The Roman Empire fell due to lead poisoning (context 18),history,rejected,0.57,hard,Archaeological evidence,1
HI_00182,The American Civil War was primarily about slavery (context 18),history,supported,0.899,expert,Primary sources,2
HI_00183,Columbus discovered America (context 18),history,rejected,0.849,easy,Pre-Columbian evidence,4
HI_00184,The French Revolution improved conditions for peasants (context 18),history,undecided,0.863,medium,Social history,1
HI_00185,The atomic bombs were necessary to end WWII (context 18),history,undecided,0.604,hard,Military history,4
HI_00186,The Renaissance began in Italy (context 18),history,supported,0.794,expert,Art history,3
HI_00187,The Industrial Revolution improved quality of life (context 18),history,undecided,0.713,easy,Living standards data,4
HI_00188,Alexander the Great was undefeated (context 18),history,supported,0.848,medium,Battle records,3
HI_00189,The Great Depression was caused by the 1929 crash (context 18),history,undecided,0.716,hard,Economic history,3
HI_00190,The moon landing was faked (context 18),history,rejected,0.647,expert,Scientific evidence,4
HI_00191,The Roman Empire fell due to lead poisoning (context 19),history,rejected,0.585,medium,Archaeological evidence,4
HI_00192,The American Civil War was primarily about slavery (context 19),history,supported,0.783,hard,Primary sources,2
HI_00193,Columbus discovered America (context 19),history,rejected,0.613,expert,Pre-Columbian evidence,4
HI_00194,The French Revolution improved conditions for peasants (context 19),history,undecided,0.804,easy,Social history,1
HI_00195,The atomic bombs were necessary to end WWII (context 19),history,undecided,0.745,medium,Military history,3
HI_00196,The Renaissance began in Italy (context 19),history,supported,0.698,hard,Art history,3
HI_00197,The Industrial Revolution improved quality of life (context 19),history,undecided,0.795,expert,Living standards data,3
HI_00198,Alexander the Great was undefeated (context 19),history,supported,0.751,easy,Battle records,1
HI_00199,The Great Depression was caused by the 1929 crash (context 19),history,undecided,0.739,medium,Economic history,2
HI_00200,The moon landing was faked (context 19),history,rejected,0.903,hard,Scientific evidence,2
HI_00201,The Roman Empire fell due to lead poisoning (context 20),history,rejected,0.67,easy,Archaeological evidence,3
HI_00202,The American Civil War was primarily about slavery (context 20),history,supported,0.833,medium,Primary sources,2
HI_00203,Columbus discovered America (context 20),history,rejected,0.8,hard,Pre-Columbian evidence,1
HI_00204,The French Revolution improved conditions for peasants (context 20),history,undecided,0.775,expert,Social history,2
HI_00205,The atomic bombs were necessary to end WWII (context 20),history,undecided,0.591,easy,Military history,2
HI_00206,The Renaissance began in Italy (context 20),history,supported,0.716,medium,Art history,3
HI_00207,The Industrial Revolution improved quality of life (context 20),history,undecided,0.602,hard,Living standards data,2
HI_00208,Alexander the Great was undefeated (context 20),history,supported,0.594,expert,Battle records,2
HI_00209,The Great Depression was caused by the 1929 crash (context 20),history,undecided,0.74,easy,Economic history,1
HI_00210,The moon landing was faked (context 20),history,rejected,0.605,medium,Scientific evidence,1
HI_00211,The Roman Empire fell due to lead poisoning (context 21),history,rejected,0.634,expert,Archaeological evidence,1
HI_00212,The American Civil War was primarily about slavery (context 21),history,supported,0.919,easy,Primary sources,2
HI_00213,Columbus discovered America (context 21),history,rejected,0.837,medium,Pre-Columbian evidence,3
HI_00214,The French Revolution improved conditions for peasants (context 21),history,undecided,0.893,hard,Social history,2
HI_00215,The atomic bombs were necessary to end WWII (context 21),history,undecided,0.932,expert,Military history,3
HI_00216,The Renaissance began in Italy (context 21),history,supported,0.905,easy,Art history,4
HI_00217,The Industrial Revolution improved quality of life (context 21),history,undecided,0.584,medium,Living standards data,1
HI_00218,Alexander the Great was undefeated (context 21),history,supported,0.638,hard,Battle records,2
HI_00219,The Great Depression was caused by the 1929 crash (context 21),history,undecided,0.887,expert,Economic history,1
HI_00220,The moon landing was faked (context 21),history,rejected,0.666,easy,Scientific evidence,3
HI_00221,The Roman Empire fell due to lead poisoning (context 22),history,rejected,0.684,hard,Archaeological evidence,1
HI_00222,The American Civil War was primarily about slavery (context 22),history,supported,0.946,expert,Primary sources,3
HI_00223,Columbus discovered America (context 22),history,rejected,0.839,easy,Pre-Columbian evidence,2
HI_00224,The French Revolution improved conditions for peasants (context 22),history,undecided,0.713,medium,Social history,4
HI_00225,The atomic bombs were necessary to end WWII (context 22),history,undecided,0.611,hard,Military history,4
HI_00226,The Renaissance began in Italy (context 22),history,supported,0.643,expert,Art history,2
HI_00227,The Industrial Revolution improved quality of life (context 22),history,undecided,0.81,easy,Living standards data,1
HI_00228,Alexander the Great was undefeated (context 22),history,supported,0.605,medium,Battle records,3
HI_00229,The Great Depression was caused by the 1929 crash (context 22),history,undecided,0.684,hard,Economic history,1
HI_00230,The moon landing was faked (context 22),history,rejected,0.827,expert,Scientific evidence,4
HI_00231,The Roman Empire fell due to lead poisoning (context 23),history,rejected,0.734,medium,Archaeological evidence,3
HI_00232,The American Civil War was primarily about slavery (context 23),history,supported,0.567,hard,Primary sources,2
HI_00233,Columbus discovered America (context 23),history,rejected,0.837,expert,Pre-Columbian evidence,3
HI_00234,The French Revolution improved conditions for peasants (context 23),history,undecided,0.887,easy,Social history,4
HI_00235,The atomic bombs were necessary to end WWII (context 23),history,undecided,0.629,medium,Military history,2
HI_00236,The Renaissance began in Italy (context 23),history,supported,0.628,hard,Art history,3
HI_00237,The Industrial Revolution improved quality of life (context 23),history,undecided,0.653,expert,Living standards data,4
HI_00238,Alexander the Great was undefeated (context 23),history,supported,0.863,easy,Battle records,2
HI_00239,The Great Depression was caused by the 1929 crash (context 23),history,undecided,0.69,medium,Economic history,3
HI_00240,The moon landing was faked (context 23),history,rejected,0.933,hard,Scientific evidence,2
HI_00241,The Roman Empire fell due to lead poisoning (context 24),history,rejected,0.867,easy,Archaeological evidence,1
HI_00242,The American Civil War was primarily about slavery (context 24),history,supported,0.824,medium,Primary sources,3
HI_00243,Columbus discovered America (context 24),history,rejected,0.771,hard,Pre-Columbian evidence,4
HI_00244,The French Revolution improved conditions for peasants (context 24),history,undecided,0.554,expert,Social history,3
HI_00245,The atomic bombs were necessary to end WWII (context 24),history,undecided,0.657,easy,Military history,3
HI_00246,The Renaissance began in Italy (context 24),history,supported,0.855,medium,Art history,2
HI_00247,The Industrial Revolution improved quality of life (context 24),history,undecided,0.833,hard,Living standards data,4
HI_00248,Alexander the Great was undefeated (context 24),history,supported,0.722,expert,Battle records,1
HI_00249,The Great Depression was caused by the 1929 crash (context 24),history,undecided,0.705,easy,Economic history,1
HI_00250,The moon landing was faked (context 24),history,rejected,0.575,medium,Scientific evidence,2
HI_00251,The Roman Empire fell due to lead poisoning (context 25),history,rejected,0.789,expert,Archaeological evidence,3
HI_00252,The American Civil War was primarily about slavery (context 25),history,supported,0.87,easy,Primary sources,4
HI_00253,Columbus discovered America (context 25),history,rejected,0.696,medium,Pre-Columbian evidence,4
HI_00254,The French Revolution improved conditions for peasants (context 25),history,undecided,0.577,hard,Social history,2
HI_00255,The atomic bombs were necessary to end WWII (context 25),history,undecided,0.629,expert,Military history,3
HI_00256,The Renaissance began in Italy (context 25),history,supported,0.611,easy,Art history,3
HI_00257,The Industrial Revolution improved quality of life (context 25),history,undecided,0.659,medium,Living standards data,1
HI_00258,Alexander the Great was undefeated (context 25),history,supported,0.687,hard,Battle records,4
HI_00259,The Great Depression was caused by the 1929 crash (context 25),history,undecided,0.945,expert,Economic history,1
HI_00260,The moon landing was faked (context 25),history,rejected,0.595,easy,Scientific evidence,3
HI_00261,The Roman Empire fell due to lead poisoning (context 26),history,rejected,0.664,hard,Archaeological evidence,2
HI_00262,The American Civil War was primarily about slavery (context 26),history,supported,0.909,expert,Primary sources,4
HI_00263,Columbus discovered America (context 26),history,rejected,0.875,easy,Pre-Columbian evidence,2
HI_00264,The French Revolution improved conditions for peasants (context 26),history,undecided,0.593,medium,Social history,2
HI_00265,The atomic bombs were necessary to end WWII (context 26),history,undecided,0.683,hard,Military history,1
HI_00266,The Renaissance began in Italy (context 26),history,supported,0.844,expert,Art history,4
HI_00267,The Industrial Revolution improved quality of life (context 26),history,undecided,0.583,easy,Living standards data,3
HI_00268,Alexander the Great was undefeated (context 26),history,supported,0.869,medium,Battle records,1
HI_00269,The Great Depression was caused by the 1929 crash (context 26),history,undecided,0.605,hard,Economic history,3
HI_00270,The moon landing was faked (context 26),history,rejected,0.771,expert,Scientific evidence,3
HI_00271,The Roman Empire fell due to lead poisoning (context 27),history,rejected,0.63,medium,Archaeological evidence,3
HI_00272,The American Civil War was primarily about slavery (context 27),history,supported,0.684,hard,Primary sources,1
HI_00273,Columbus discovered America (context 27),history,rejected,0.866,expert,Pre-Columbian evidence,1
HI_00274,The French Revolution improved conditions for peasants (context 27),history,undecided,0.669,easy,Social history,2
HI_00275,The atomic bombs were necessary to end WWII (context 27),history,undecided,0.84,medium,Military history,2
HI_00276,The Renaissance began in Italy (context 27),history,supported,0.781,hard,Art history,2
HI_00277,The Industrial Revolution improved quality of life (context 27),history,undecided,0.797,expert,Living standards data,3
HI_00278,Alexander the Great was undefeated (context 27),history,supported,0.785,easy,Battle records,3
HI_00279,The Great Depression was caused by the 1929 crash (context 27),history,undecided,0.767,medium,Economic history,4
HI_00280,The moon landing was faked (context 27),history,rejected,0.805,hard,Scientific evidence,1
HI_00281,The Roman Empire fell due to lead poisoning (context 28),history,rejected,0.947,easy,Archaeological evidence,3
HI_00282,The American Civil War was primarily about slavery (context 28),history,supported,0.595,medium,Primary sources,3
HI_00283,Columbus discovered America (context 28),history,rejected,0.927,hard,Pre-Columbian evidence,4
HI_00284,The French Revolution improved conditions for peasants (context 28),history,undecided,0.556,expert,Social history,1
HI_00285,The atomic bombs were necessary to end WWII (context 28),history,undecided,0.886,easy,Military history,3
HI_00286,The Renaissance began in Italy (context 28),history,supported,0.824,medium,Art history,4
HI_00287,The Industrial Revolution improved quality of life (context 28),history,undecided,0.946,hard,Living standards data,3
HI_00288,Alexander the Great was undefeated (context 28),history,supported,0.727,expert,Battle records,2
HI_00289,The Great Depression was caused by the 1929 crash (context 28),history,undecided,0.692,easy,Economic history,3
HI_00290,The moon landing was faked (context 28),history,rejected,0.924,medium,Scientific evidence,2
HI_00291,The Roman Empire fell due to lead poisoning (context 29),history,rejected,0.698,expert,Archaeological evidence,3
HI_00292,The American Civil War was primarily about slavery (context 29),history,supported,0.895,easy,Primary sources,4
HI_00293,Columbus discovered America (context 29),history,rejected,0.655,medium,Pre-Columbian evidence,1
HI_00294,The French Revolution improved conditions for peasants (context 29),history,undecided,0.656,hard,Social history,3
HI_00295,The atomic bombs were necessary to end WWII (context 29),history,undecided,0.559,expert,Military history,4
HI_00296,The Renaissance began in Italy (context 29),history,supported,0.809,easy,Art history,2
HI_00297,The Industrial Revolution improved quality of life (context 29),history,undecided,0.697,medium,Living standards data,1
HI_00298,Alexander the Great was undefeated (context 29),history,supported,0.896,hard,Battle records,1
HI_00299,The Great Depression was caused by the 1929 crash (context 29),history,undecided,0.603,expert,Economic history,4
HI_00300,The moon landing was faked (context 29),history,rejected,0.679,easy,Scientific evidence,4
HI_00301,The Roman Empire fell due to lead poisoning (context 30),history,rejected,0.877,hard,Archaeological evidence,4
HI_00302,The American Civil War was primarily about slavery (context 30),history,supported,0.907,expert,Primary sources,4
HI_00303,Columbus discovered America (context 30),history,rejected,0.751,easy,Pre-Columbian evidence,3
HI_00304,The French Revolution improved conditions for peasants (context 30),history,undecided,0.858,medium,Social history,2
HI_00305,The atomic bombs were necessary to end WWII (context 30),history,undecided,0.745,hard,Military history,2
HI_00306,The Renaissance began in Italy (context 30),history,supported,0.793,expert,Art history,2
HI_00307,The Industrial Revolution improved quality of life (context 30),history,undecided,0.866,easy,Living standards data,1
HI_00308,Alexander the Great was undefeated (context 30),history,supported,0.58,medium,Battle records,3
