id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
ME_00064,Statins reduce cardiovascular mortality (context 6),medical,supported,0.648,medium,Large-scale trials,4
ME_00065,Antidepressants are effective for mild depression (context 6),medical,undecided,0.641,hard,Mixed trial results,1
ME_00066,Intermittent fasting extends lifespan (context 6),medical,undecided,0.782,expert,Animal studies only,4
ME_00067,Chemotherapy is effective for early-stage cancer (context 6),medical,supported,0.897,easy,Survival data,4
ME_00068,Glucosamine helps joint pain (context 6),medical,rejected,0.624,medium,Systematic reviews,2
ME_00069,Probiotics improve gut health (context 6),medical,supported,0.757,hard,Microbiome research,3
ME_00070,Acupuncture reduces chronic pain (context 6),medical,undecided,0.892,expert,Placebo concerns,2
ME_00071,Aspirin reduces heart attack risk (context 7),medical,supported,0.949,medium,RCT evidence,2
ME_00072,Vitamin D supplements prevent COVID-19 (context 7),medical,rejected,0.646,hard,Clinical trials,1
ME_00073,Ivermectin effectively treats COVID-19 (context 7),medical,rejected,0.877,expert,Meta-analyses,1
ME_00074,Statins reduce cardiovascular mortality (context 7),medical,supported,0.926,easy,Large-scale trials,2
ME_00075,Antidepressants are effective for mild depression (context 7),medical,undecided,0.83,medium,Mixed trial results,1
ME_00076,Intermittent fasting extends lifespan (context 7),medical,undecided,0.841,hard,Animal studies only,4
ME_00077,Chemotherapy is effective for early-stage cancer (context 7),medical,supported,0.862,expert,Survival data,3
ME_00078,Glucosamine helps joint pain (context 7),medical,rejected,0.75,easy,Systematic reviews,1
ME_00079,Probiotics improve gut health (context 7),medical,supported,0.781,medium,Microbiome research,1
ME_00080,Acupuncture reduces chronic pain (context 7),medical,undecided,0.743,hard,Placebo concerns,3
ME_00081,Aspirin reduces heart attack risk (context 8),medical,supported,0.769,easy,RCT evidence,1
ME_00082,Vitamin D supplements prevent COVID-19 (context 8),medical,rejected,0.841,medium,Clinical trials,1
ME_00083,Ivermectin effectively treats COVID-19 (context 8),medical,rejected,0.919,hard,Meta-analyses,3
ME_00084,Statins reduce cardiovascular mortality (context 8),medical,supported,0.672,expert,Large-scale trials,3
ME_00085,Antidepressants are effective for mild depression (context 8),medical,undecided,0.723,easy,Mixed trial results,4
ME_00086,Intermittent fasting extends lifespan (context 8),medical,undecided,0.676,medium,Animal studies only,1
ME_00087,Chemotherapy is effective for early-stage cancer (context 8),medical,supported,0.611,hard,Survival data,4
ME_00088,Glucosamine helps joint pain (context 8),medical,rejected,0.619,expert,Systematic reviews,4
ME_00089,Probiotics improve gut health (context 8),medical,supported,0.803,easy,Microbiome research,4
ME_00090,Acupuncture reduces chronic pain (context 8),medical,undecided,0.712,medium,Placebo concerns,3
ME_00091,Aspirin reduces heart attack risk (context 9),medical,supported,0.573,expert,RCT evidence,4
ME_00092,Vitamin D supplements prevent COVID-19 (context 9),medical,rejected,0.918,easy,Clinical trials,4
ME_00093,Ivermectin effectively treats COVID-19 (context 9),medical,rejected,0.906,medium,Meta-analyses,2
ME_00094,Statins reduce cardiovascular mortality (context 9),medical,supported,0.947,hard,Large-scale trials,2
ME_00095,Antidepressants are effective for mild depression (context 9),medical,undecided,0.917,expert,Mixed trial results,1
ME_00096,Intermittent fasting extends lifespan (context 9),medical,undecided,0.858,easy,Animal studies only,1
ME_00097,Chemotherapy is effective for early-stage cancer (context 9),medical,supported,0.717,medium,Survival data,2
ME_00098,Glucosamine helps joint pain (context 9),medical,rejected,0.742,hard,Systematic reviews,2
ME_00099,Probiotics improve gut health (context 9),medical,supported,0.815,expert,Microbiome research,3
ME_00100,Acupuncture reduces chronic pain (context 9),medical,undecided,0.588,easy,Placebo concerns,4
ME_00101,Aspirin reduces heart attack risk (context 10),medical,supported,0.756,hard,RCT evidence,3
ME_00102,Vitamin D supplements prevent COVID-19 (context 10),medical,rejected,0.657,expert,Clinical trials,4
ME_00103,Ivermectin effectively treats COVID-19 (context 10),medical,rejected,0.577,easy,Meta-analyses,2
ME_00104,Statins reduce cardiovascular mortality (context 10),medical,supported,0.86,medium,Large-scale trials,3
ME_00105,Antidepressants are effective for mild depression (context 10),medical,undecided,0.8,hard,Mixed trial results,3
ME_00106,Intermittent fasting extends lifespan (context 10),medical,undecided,0.843,expert,Animal studies only,1
ME_00107,Chemotherapy is effective for early-stage cancer (context 10),medical,supported,0.81,easy,Survival data,3
ME_00108,Glucosamine helps joint pain (context 10),medical,rejected,0.646,medium,Systematic reviews,4
ME_00109,Probiotics improve gut health (context 10),medical,supported,0.597,hard,Microbiome research,3
ME_00110,Acupuncture reduces chronic pain (context 10),medical,undecided,0.661,expert,Placebo concerns,3
ME_00111,Aspirin reduces heart attack risk (context 11),medical,supported,0.585,medium,RCT evidence,3
ME_00112,Vitamin D supplements prevent COVID-19 (context 11),medical,rejected,0.836,hard,Clinical trials,4
ME_00113,Ivermectin effectively treats COVID-19 (context 11),medical,rejected,0.862,expert,Meta-analyses,4
ME_00114,Statins reduce cardiovascular mortality (context 11),medical,supported,0.552,easy,Large-scale trials,3
ME_00115,Antidepressants are effective for mild depression (context 11),medical,undecided,0.819,medium,Mixed trial results,4
ME_00116,Intermittent fasting extends lifespan (context 11),medical,undecided,0.937,hard,Animal studies only,3
ME_00117,Chemotherapy is effective for early-stage cancer (context 11),medical,supported,0.828,expert,Survival data,3
ME_00118,Glucosamine helps joint pain (context 11),medical,rejected,0.576,easy,Systematic reviews,1
ME_00119,Probiotics improve gut health (context 11),medical,supported,0.62,medium,Microbiome research,3
ME_00120,Acupuncture reduces chronic pain (context 11),medical,undecided,0.64,hard,Placebo concerns,1
ME_00121,Aspirin reduces heart attack risk (context 12),medical,supported,0.798,easy,RCT evidence,4
ME_00122,Vitamin D supplements prevent COVID-19 (context 12),medical,rejected,0.624,medium,Clinical trials,2
ME_00123,Ivermectin effectively treats COVID-19 (context 12),medical,rejected,0.615,hard,Meta-analyses,4
ME_00124,Statins reduce cardiovascular mortality (context 12),medical,supported,0.824,expert,Large-scale trials,4
ME_00125,Antidepressants are effective for mild depression (context 12),medical,undecided,0.704,easy,Mixed trial results,1
ME_00126,Intermittent fasting extends lifespan (context 12),medical,undecided,0.733,medium,Animal studies only,2
ME_00127,Chemotherapy is effective for early-stage cancer (context 12),medical,supported,0.897,hard,Survival data,2
ME_00128,Glucosamine helps joint pain (context 12),medical,rejected,0.606,expert,Systematic reviews,1
ME_00129,Probiotics improve gut health (context 12),medical,supported,0.6,easy,Microbiome research,2
ME_00130,Acupuncture reduces chronic pain (context 12),medical,undecided,0.803,medium,Placebo concerns,1
ME_00131,Aspirin reduces heart attack risk (context 13),medical,supported,0.562,expert,RCT evidence,4
ME_00132,Vitamin D supplements prevent COVID-19 (context 13),medical,rejected,0.74,easy,Clinical trials,3
ME_00133,Ivermectin effectively treats COVID-19 (context 13),medical,rejected,0.761,medium,Meta-analyses,3
ME_00134,Statins reduce cardiovascular mortality (context 13),medical,supported,0.882,hard,Large-scale trials,3
ME_00135,Antidepressants are effective for mild depression (context 13),medical,undecided,0.552,expert,Mixed trial results,3
ME_00136,Intermittent fasting extends lifespan (context 13),medical,undecided,0.715,easy,Animal studies only,4
ME_00137,Chemotherapy is effective for early-stage cancer (context 13),medical,supported,0.93,medium,Survival data,3
ME_00138,Glucosamine helps joint pain (context 13),medical,rejected,0.77,hard,Systematic reviews,2
ME_00139,Probiotics improve gut health (context 13),medical,supported,0.869,expert,Microbiome research,3
ME_00140,Acupuncture reduces chronic pain (context 13),medical,undecided,0.881,easy,Placebo concerns,2
ME_00141,Aspirin reduces heart attack risk (context 14),medical,supported,0.562,hard,RCT evidence,3
ME_00142,Vitamin D supplements prevent COVID-19 (context 14),medical,rejected,0.856,expert,Clinical trials,3
ME_00143,Ivermectin effectively treats COVID-19 (context 14),medical,rejected,0.626,easy,Meta-analyses,2
ME_00144,Statins reduce cardiovascular mortality (context 14),medical,supported,0.783,medium,Large-scale trials,3
ME_00145,Antidepressants are effective for mild depression (context 14),medical,undecided,0.629,hard,Mixed trial results,3
ME_00146,Intermittent fasting extends lifespan (context 14),medical,undecided,0.901,expert,Animal studies only,3
ME_00147,Chemotherapy is effective for early-stage cancer (context 14),medical,supported,0.557,easy,Survival data,1
ME_00148,Glucosamine helps joint pain (context 14),medical,rejected,0.676,medium,Systematic reviews,2
ME_00149,Probiotics improve gut health (context 14),medical,supported,0.639,hard,Microbiome research,2
ME_00150,Acupuncture reduces chronic pain (context 14),medical,undecided,0.739,expert,Placebo concerns,2
ME_00151,Aspirin reduces heart attack risk (context 15),medical,supported,0.696,medium,RCT evidence,4
ME_00152,Vitamin D supplements prevent COVID-19 (context 15),medical,rejected,0.708,hard,Clinical trials,1
ME_00153,Ivermectin effectively treats COVID-19 (context 15),medical,rejected,0.84,expert,Meta-analyses,4
ME_00154,Statins reduce cardiovascular mortality (context 15),medical,supported,0.822,easy,Large-scale trials,4
ME_00155,Antidepressants are effective for mild depression (context 15),medical,undecided,0.688,medium,Mixed trial results,3
ME_00156,Intermittent fasting extends lifespan (context 15),medical,undecided,0.943,hard,Animal studies only,1
ME_00157,Chemotherapy is effective for early-stage cancer (context 15),medical,supported,0.894,expert,Survival data,1
ME_00158,Glucosamine helps joint pain (context 15),medical,rejected,0.695,easy,Systematic reviews,2
ME_00159,Probiotics improve gut health (context 15),medical,supported,0.832,medium,Microbiome research,4
ME_00160,Acupuncture reduces chronic pain (context 15),medical,undecided,0.552,hard,Placebo concerns,4
ME_00161,Aspirin reduces heart attack risk (context 16),medical,supported,0.853,easy,RCT evidence,4
ME_00162,Vitamin D supplements prevent COVID-19 (context 16),medical,rejected,0.649,medium,Clinical trials,1
ME_00163,Ivermectin effectively treats COVID-19 (context 16),medical,rejected,0.659,hard,Meta-analyses,4
ME_00164,Statins reduce cardiovascular mortality (context 16),medical,supported,0.565,expert,Large-scale trials,1
ME_00165,Antidepressants are effective for mild depression (context 16),medical,undecided,0.711,easy,Mixed trial results,1
ME_00166,Intermittent fasting extends lifespan (context 16),medical,undecided,0.596,medium,Animal studies only,1
ME_00167,Chemotherapy is effective for early-stage cancer (context 16),medical,supported,0.685,hard,Survival data,4
ME_00168,Glucosamine helps joint pain (context 16),medical,rejected,0.777,expert,Systematic reviews,3
ME_00169,Probiotics improve gut health (context 16),medical,supported,0.931,easy,Microbiome research,4
ME_00170,Acupuncture reduces chronic pain (context 16),medical,undecided,0.61,medium,Placebo concerns,2
ME_00171,Aspirin reduces heart attack risk (context 17),medical,supported,0.717,expert,RCT evidence,1
ME_00172,Vitamin D supplements prevent COVID-19 (context 17),medical,rejected,0.555,easy,Clinical trials,4
ME_00173,Ivermectin effectively treats COVID-19 (context 17),medical,rejected,0.699,medium,Meta-analyses,3
ME_00174,Statins reduce cardiovascular mortality (context 17),medical,supported,0.762,hard,Large-scale trials,3
ME_00175,Antidepressants are effective for mild depression (context 17),medical,undecided,0.644,expert,Mixed trial results,3
ME_00176,Intermittent fasting extends lifespan (context 17),medical,undecided,0.748,easy,Animal studies only,4
ME_00177,Chemotherapy is effective for early-stage cancer (context 17),medical,supported,0.78,medium,Survival data,4
ME_00178,Glucosamine helps joint pain (context 17),medical,rejected,0.552,hard,Systematic reviews,4
ME_00179,Probiotics improve gut health (context 17),medical,supported,0.79,expert,Microbiome research,2
ME_00180,Acupuncture reduces chronic pain (context 17),medical,undecided,0.793,easy,Placebo concerns,1
ME_00181,Aspirin reduces heart attack risk (context 18),medical,supported,0.814,hard,RCT evidence,3
ME_00182,Vitamin D supplements prevent COVID-19 (context 18),medical,rejected,0.569,expert,Clinical trials,3
ME_00183,Ivermectin effectively treats COVID-19 (context 18),medical,rejected,0.685,easy,Meta-analyses,3
ME_00184,Statins reduce cardiovascular mortality (context 18),medical,supported,0.712,medium,Large-scale trials,3
ME_00185,Antidepressants are effective for mild depression (context 18),medical,undecided,0.802,hard,Mixed trial results,3
ME_00186,Intermittent fasting extends lifespan (context 18),medical,undecided,0.555,expert,Animal studies only,1
ME_00187,Chemotherapy is effective for early-stage cancer (context 18),medical,supported,0.785,easy,Survival data,2
ME_00188,Glucosamine helps joint pain (context 18),medical,rejected,0.637,medium,Systematic reviews,2
ME_00189,Probiotics improve gut health (context 18),medical,supported,0.632,hard,Microbiome research,2
ME_00190,Acupuncture reduces chronic pain (context 18),medical,undecided,0.791,expert,Placebo concerns,1
ME_00191,Aspirin reduces heart attack risk (context 19),medical,supported,0.88,medium,RCT evidence,3
ME_00192,Vitamin D supplements prevent COVID-19 (context 19),medical,rejected,0.876,hard,Clinical trials,1
ME_00193,Ivermectin effectively treats COVID-19 (context 19),medical,rejected,0.633,expert,Meta-analyses,4
ME_00194,Statins reduce cardiovascular mortality (context 19),medical,supported,0.657,easy,Large-scale trials,4
ME_00195,Antidepressants are effective for mild depression (context 19),medical,undecided,0.91,medium,Mixed trial results,1
ME_00196,Intermittent fasting extends lifespan (context 19),medical,undecided,0.719,hard,Animal studies only,2
ME_00197,Chemotherapy is effective for early-stage cancer (context 19),medical,supported,0.892,expert,Survival data,2
ME_00198,Glucosamine helps joint pain (context 19),medical,rejected,0.837,easy,Systematic reviews,3
ME_00199,Probiotics improve gut health (context 19),medical,supported,0.772,medium,Microbiome research,3
ME_00200,Acupuncture reduces chronic pain (context 19),medical,undecided,0.75,hard,Placebo concerns,2
ME_00201,Aspirin reduces heart attack risk (context 20),medical,supported,0.911,easy,RCT evidence,2
ME_00202,Vitamin D supplements prevent COVID-19 (context 20),medical,rejected,0.714,medium,Clinical trials,4
ME_00203,Ivermectin effectively treats COVID-19 (context 20),medical,rejected,0.943,hard,Meta-analyses,3
ME_00204,Statins reduce cardiovascular mortality (context 20),medical,supported,0.941,expert,Large-scale trials,4
ME_00205,Antidepressants are effective for mild depression (context 20),medical,undecided,0.839,easy,Mixed trial results,1
ME_00206,Intermittent fasting extends lifespan (context 20),medical,undecided,0.749,medium,Animal studies only,4
ME_00207,Chemotherapy is effective for early-stage cancer (context 20),medical,supported,0.564,hard,Survival data,3
ME_00208,Glucosamine helps joint pain (context 20),medical,rejected,0.564,expert,Systematic reviews,1
ME_00209,Probiotics improve gut health (context 20),medical,supported,0.772,easy,Microbiome research,3
ME_00210,Acupuncture reduces chronic pain (context 20),medical,undecided,0.705,medium,Placebo concerns,1
ME_00211,Aspirin reduces heart attack risk (context 21),medical,supported,0.638,expert,RCT evidence,3
ME_00212,Vitamin D supplements prevent COVID-19 (context 21),medical,rejected,0.65,easy,Clinical trials,4
ME_00213,Ivermectin effectively treats COVID-19 (context 21),medical,rejected,0.592,medium,Meta-analyses,1
ME_00214,Statins reduce cardiovascular mortality (context 21),medical,supported,0.865,hard,Large-scale trials,2
ME_00215,Antidepressants are effective for mild depression (context 21),medical,undecided,0.724,expert,Mixed trial results,1
ME_00216,Intermittent fasting extends lifespan (context 21),medical,undecided,0.609,easy,Animal studies only,1
ME_00217,Chemotherapy is effective for early-stage cancer (context 21),medical,supported,0.778,medium,Survival data,1
ME_00218,Glucosamine helps joint pain (context 21),medical,rejected,0.905,hard,Systematic reviews,4
ME_00219,Probiotics improve gut health (context 21),medical,supported,0.559,expert,Microbiome research,1
ME_00220,Acupuncture reduces chronic pain (context 21),medical,undecided,0.922,easy,Placebo concerns,3
ME_00221,Aspirin reduces heart attack risk (context 22),medical,supported,0.893,hard,RCT evidence,4
ME_00222,Vitamin D supplements prevent COVID-19 (context 22),medical,rejected,0.65,expert,Clinical trials,1
ME_00223,Ivermectin effectively treats COVID-19 (context 22),medical,rejected,0.844,easy,Meta-analyses,4
ME_00224,Statins reduce cardiovascular mortality (context 22),medical,supported,0.709,medium,Large-scale trials,1
ME_00225,Antidepressants are effective for mild depression (context 22),medical,undecided,0.551,hard,Mixed trial results,2
ME_00226,Intermittent fasting extends lifespan (context 22),medical,undecided,0.88,expert,Animal studies only,1
ME_00227,Chemotherapy is effective for early-stage cancer (context 22),medical,supported,0.635,easy,Survival data,1
ME_00228,Glucosamine helps joint pain (context 22),medical,rejected,0.944,medium,Systematic reviews,3
ME_00229,Probiotics improve gut health (context 22),medical,supported,0.753,hard,Microbiome research,4
ME_00230,Acupuncture reduces chronic pain (context 22),medical,undecided,0.663,expert,Placebo concerns,4
ME_00231,Aspirin reduces heart attack risk (context 23),medical,supported,0.721,medium,RCT evidence,4
ME_00232,Vitamin D supplements prevent COVID-19 (context 23),medical,rejected,0.874,hard,Clinical trials,2
ME_00233,Ivermectin effectively treats COVID-19 (context 23),medical,rejected,0.875,expert,Meta-analyses,1
ME_00234,Statins reduce cardiovascular mortality (context 23),medical,supported,0.677,easy,Large-scale trials,1
ME_00235,Antidepressants are effective for mild depression (context 23),medical,undecided,0.636,medium,Mixed trial results,2
ME_00236,Intermittent fasting extends lifespan (context 23),medical,undecided,0.561,hard,Animal studies only,1
ME_00237,Chemotherapy is effective for early-stage cancer (context 23),medical,supported,0.621,expert,Survival data,1
ME_00238,Glucosamine helps joint pain (context 23),medical,rejected,0.758,easy,Systematic reviews,1
ME_00239,Probiotics improve gut health (context 23),medical,supported,0.803,medium,Microbiome research,4
ME_00240,Acupuncture reduces chronic pain (context 23),medical,undecided,0.627,hard,Placebo concerns,2
ME_00241,Aspirin reduces heart attack risk (context 24),medical,supported,0.697,easy,RCT evidence,3
ME_00242,Vitamin D supplements prevent COVID-19 (context 24),medical,rejected,0.89,medium,Clinical trials,3
ME_00243,Ivermectin effectively treats COVID-19 (context 24),medical,rejected,0.815,hard,Meta-analyses,2
ME_00244,Statins reduce cardiovascular mortality (context 24),medical,supported,0.912,expert,Large-scale trials,2
ME_00245,Antidepressants are effective for mild depression (context 24),medical,undecided,0.797,easy,Mixed trial results,3
ME_00246,Intermittent fasting extends lifespan (context 24),medical,undecided,0.725,medium,Animal studies only,1
ME_00247,Chemotherapy is effective for early-stage cancer (context 24),medical,supported,0.664,hard,Survival data,3
ME_00248,Glucosamine helps joint pain (context 24),medical,rejected,0.781,expert,Systematic reviews,3
ME_00249,Probiotics improve gut health (context 24),medical,supported,0.736,easy,Microbiome research,4
ME_00250,Acupuncture reduces chronic pain (context 24),medical,undecided,0.589,medium,Placebo concerns,2
ME_00251,Aspirin reduces heart attack risk (context 25),medical,supported,0.741,expert,RCT evidence,2
ME_00252,Vitamin D supplements prevent COVID-19 (context 25),medical,rejected,0.769,easy,Clinical trials,3
ME_00253,Ivermectin effectively treats COVID-19 (context 25),medical,rejected,0.844,medium,Meta-analyses,1
ME_00254,Statins reduce cardiovascular mortality (context 25),medical,supported,0.594,hard,Large-scale trials,3
ME_00255,Antidepressants are effective for mild depression (context 25),medical,undecided,0.919,expert,Mixed trial results,2
ME_00256,Intermittent fasting extends lifespan (context 25),medical,undecided,0.748,easy,Animal studies only,4
ME_00257,Chemotherapy is effective for early-stage cancer (context 25),medical,supported,0.874,medium,Survival data,4
ME_00258,Glucosamine helps joint pain (context 25),medical,rejected,0.554,hard,Systematic reviews,3
ME_00259,Probiotics improve gut health (context 25),medical,supported,0.901,expert,Microbiome research,2
ME_00260,Acupuncture reduces chronic pain (context 25),medical,undecided,0.683,easy,Placebo concerns,2
ME_00261,Aspirin reduces heart attack risk (context 26),medical,supported,0.61,hard,RCT evidence,4
ME_00262,Vitamin D supplements prevent COVID-19 (context 26),medical,rejected,0.663,expert,Clinical trials,3
ME_00263,Ivermectin effectively treats COVID-19 (context 26),medical,rejected,0.591,easy,Meta-analyses,3
ME_00264,Statins reduce cardiovascular mortality (context 26),medical,supported,0.682,medium,Large-scale trials,4
ME_00265,Antidepressants are effective for mild depression (context 26),medical,undecided,0.579,hard,Mixed trial results,3
ME_00266,Intermittent fasting extends lifespan (context 26),medical,undecided,0.568,expert,Animal studies only,1
ME_00267,Chemotherapy is effective for early-stage cancer (context 26),medical,supported,0.936,easy,Survival data,4
ME_00268,Glucosamine helps joint pain (context 26),medical,rejected,0.69,medium,Systematic reviews,4
ME_00269,Probiotics improve gut health (context 26),medical,supported,0.77,hard,Microbiome research,1
ME_00270,Acupuncture reduces chronic pain (context 26),medical,undecided,0.655,expert,Placebo concerns,1
ME_00271,Aspirin reduces heart attack risk (context 27),medical,supported,0.855,medium,RCT evidence,4
ME_00272,Vitamin D supplements prevent COVID-19 (context 27),medical,rejected,0.597,hard,Clinical trials,2
ME_00273,Ivermectin effectively treats COVID-19 (context 27),medical,rejected,0.785,expert,Meta-analyses,2
ME_00274,Statins reduce cardiovascular mortality (context 27),medical,supported,0.597,easy,Large-scale trials,1
ME_00275,Antidepressants are effective for mild depression (context 27),medical,undecided,0.712,medium,Mixed trial results,2
ME_00276,Intermittent fasting extends lifespan (context 27),medical,undecided,0.557,hard,Animal studies only,3
ME_00277,Chemotherapy is effective for early-stage cancer (context 27),medical,supported,0.561,expert,Survival data,2
ME_00278,Glucosamine helps joint pain (context 27),medical,rejected,0.672,easy,Systematic reviews,1
ME_00279,Probiotics improve gut health (context 27),medical,supported,0.797,medium,Microbiome research,4
ME_00280,Acupuncture reduces chronic pain (context 27),medical,undecided,0.624,hard,Placebo concerns,3
ME_00281,Aspirin reduces heart attack risk (context 28),medical,supported,0.576,easy,RCT evidence,3
ME_00282,Vitamin D supplements prevent COVID-19 (context 28),medical,rejected,0.842,medium,Clinical trials,4
ME_00283,Ivermectin effectively treats COVID-19 (context 28),medical,rejected,0.937,hard,Meta-analyses,4
ME_00284,Statins reduce cardiovascular mortality (context 28),medical,supported,0.899,expert,Large-scale trials,1
ME_00285,Antidepressants are effective for mild depression (context 28),medical,undecided,0.602,easy,Mixed trial results,4
ME_00286,Intermittent fasting extends lifespan (context 28),medical,undecided,0.566,medium,Animal studies only,2
ME_00287,Chemotherapy is effective for early-stage cancer (context 28),medical,supported,0.607,hard,Survival data,1
