id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
ER_00073,Nuclear power is the safest energy source (context 7),environment,supported,0.732,expert,Mortality data,1
ER_00074,Deforestation causes 10% of global emissions (context 7),environment,supported,0.836,easy,UNFCCC data,4
ER_00075,Electric cars will solve air pollution (context 7),environment,rejected,0.679,medium,Grid emissions,3
ER_00076,Coral reefs will disappear by 2050 (context 7),environment,undecided,0.797,hard,Marine biology,1
ER_00077,Recycling significantly reduces waste (context 7),environment,undecided,0.607,expert,Garbage audits,2
ER_00078,Organic farming is more sustainable (context 7),environment,undecided,0.617,easy,Land use data,1
ER_00079,Sea levels will rise 1 meter by 2100 (context 7),environment,undecided,0.812,medium,IPCC projections,2
ER_00080,Renewable energy can fully replace fossil fuels (context 7),environment,undecided,0.725,hard,Grid stability,1
ER_00081,Global temperatures will rise 2°C by 2050 (context 8),environment,supported,0.564,easy,Climate models,2
ER_00082,Plastic pollution is the biggest ocean threat (context 8),environment,undecided,0.598,medium,Marine research,4
ER_00083,Nuclear power is the safest energy source (context 8),environment,supported,0.748,hard,Mortality data,2
ER_00084,Deforestation causes 10% of global emissions (context 8),environment,supported,0.868,expert,UNFCCC data,1
ER_00085,Electric cars will solve air pollution (context 8),environment,rejected,0.722,easy,Grid emissions,4
ER_00086,Coral reefs will disappear by 2050 (context 8),environment,undecided,0.608,medium,Marine biology,4
ER_00087,Recycling significantly reduces waste (context 8),environment,undecided,0.936,hard,Garbage audits,1
ER_00088,Organic farming is more sustainable (context 8),environment,undecided,0.879,expert,Land use data,3
ER_00089,Sea levels will rise 1 meter by 2100 (context 8),environment,undecided,0.881,easy,IPCC projections,4
ER_00090,Renewable energy can fully replace fossil fuels (context 8),environment,undecided,0.75,medium,Grid stability,3
ER_00091,Global temperatures will rise 2°C by 2050 (context 9),environment,supported,0.901,expert,Climate models,2
ER_00092,Plastic pollution is the biggest ocean threat (context 9),environment,undecided,0.563,easy,Marine research,4
ER_00093,Nuclear power is the safest energy source (context 9),environment,supported,0.743,medium,Mortality data,1
ER_00094,Deforestation causes 10% of global emissions (context 9),environment,supported,0.624,hard,UNFCCC data,2
ER_00095,Electric cars will solve air pollution (context 9),environment,rejected,0.724,expert,Grid emissions,4
ER_00096,Coral reefs will disappear by 2050 (context 9),environment,undecided,0.769,easy,Marine biology,2
ER_00097,Recycling significantly reduces waste (context 9),environment,undecided,0.921,medium,Garbage audits,4
ER_00098,Organic farming is more sustainable (context 9),environment,undecided,0.609,hard,Land use data,4
ER_00099,Sea levels will rise 1 meter by 2100 (context 9),environment,undecided,0.918,expert,IPCC projections,3
ER_00100,Renewable energy can fully replace fossil fuels (context 9),environment,undecided,0.878,easy,Grid stability,1
ER_00101,Global temperatures will rise 2°C by 2050 (context 10),environment,supported,0.567,hard,Climate models,3
ER_00102,Plastic pollution is the biggest ocean threat (context 10),environment,undecided,0.812,expert,Marine research,2
ER_00103,Nuclear power is the safest energy source (context 10),environment,supported,0.892,easy,Mortality data,1
ER_00104,Deforestation causes 10% of global emissions (context 10),environment,supported,0.698,medium,UNFCCC data,2
ER_00105,Electric cars will solve air pollution (context 10),environment,rejected,0.762,hard,Grid emissions,3
ER_00106,Coral reefs will disappear by 2050 (context 10),environment,undecided,0.851,expert,Marine biology,4
ER_00107,Recycling significantly reduces waste (context 10),environment,undecided,0.579,easy,Garbage audits,3
ER_00108,Organic farming is more sustainable (context 10),environment,undecided,0.862,medium,Land use data,1
ER_00109,Sea levels will rise 1 meter by 2100 (context 10),environment,undecided,0.679,hard,IPCC projections,3
ER_00110,Renewable energy can fully replace fossil fuels (context 10),environment,undecided,0.75,expert,Grid stability,1
ER_00111,Global temperatures will rise 2°C by 2050 (context 11),environment,supported,0.667,medium,Climate models,4
ER_00112,Plastic pollution is the biggest ocean threat (context 11),environment,undecided,0.696,hard,Marine research,2
ER_00113,Nuclear power is the safest energy source (context 11),environment,supported,0.643,expert,Mortality data,3
ER_00114,Deforestation causes 10% of global emissions (context 11),environment,supported,0.935,easy,UNFCCC data,1
ER_00115,Electric cars will solve air pollution (context 11),environment,rejected,0.593,medium,Grid emissions,4
ER_00116,Coral reefs will disappear by 2050 (context 11),environment,undecided,0.704,hard,Marine biology,1
ER_00117,Recycling significantly reduces waste (context 11),environment,undecided,0.866,expert,Garbage audits,3
ER_00118,Organic farming is more sustainable (context 11),environment,undecided,0.734,easy,Land use data,4
ER_00119,Sea levels will rise 1 meter by 2100 (context 11),environment,undecided,0.85,medium,IPCC projections,3
ER_00120,Renewable energy can fully replace fossil fuels (context 11),environment,undecided,0.762,hard,Grid stability,1
ER_00121,Global temperatures will rise 2°C by 2050 (context 12),environment,supported,0.588,easy,Climate models,2
ER_00122,Plastic pollution is the biggest ocean threat (context 12),environment,undecided,0.86,medium,Marine research,2
ER_00123,Nuclear power is the safest energy source (context 12),environment,supported,0.595,hard,Mortality data,3
ER_00124,Deforestation causes 10% of global emissions (context 12),environment,supported,0.784,expert,UNFCCC data,3
ER_00125,Electric cars will solve air pollution (context 12),environment,rejected,0.627,easy,Grid emissions,1
ER_00126,Coral reefs will disappear by 2050 (context 12),environment,undecided,0.929,medium,Marine biology,1
ER_00127,Recycling significantly reduces waste (context 12),environment,undecided,0.628,hard,Garbage audits,2
ER_00128,Organic farming is more sustainable (context 12),environment,undecided,0.571,expert,Land use data,2
ER_00129,Sea levels will rise 1 meter by 2100 (context 12),environment,undecided,0.587,easy,IPCC projections,1
ER_00130,Renewable energy can fully replace fossil fuels (context 12),environment,undecided,0.657,medium,Grid stability,1
ER_00131,Global temperatures will rise 2°C by 2050 (context 13),environment,supported,0.563,expert,Climate models,2
ER_00132,Plastic pollution is the biggest ocean threat (context 13),environment,undecided,0.781,easy,Marine research,2
ER_00133,Nuclear power is the safest energy source (context 13),environment,supported,0.635,medium,Mortality data,3
ER_00134,Deforestation causes 10% of global emissions (context 13),environment,supported,0.666,hard,UNFCCC data,3
ER_00135,Electric cars will solve air pollution (context 13),environment,rejected,0.646,expert,Grid emissions,3
ER_00136,Coral reefs will disappear by 2050 (context 13),environment,undecided,0.837,easy,Marine biology,4
ER_00137,Recycling significantly reduces waste (context 13),environment,undecided,0.702,medium,Garbage audits,2
ER_00138,Organic farming is more sustainable (context 13),environment,undecided,0.943,hard,Land use data,2
ER_00139,Sea levels will rise 1 meter by 2100 (context 13),environment,undecided,0.58,expert,IPCC projections,4
ER_00140,Renewable energy can fully replace fossil fuels (context 13),environment,undecided,0.682,easy,Grid stability,4
ER_00141,Global temperatures will rise 2°C by 2050 (context 14),environment,supported,0.818,hard,Climate models,1
ER_00142,Plastic pollution is the biggest ocean threat (context 14),environment,undecided,0.901,expert,Marine research,3
ER_00143,Nuclear power is the safest energy source (context 14),environment,supported,0.741,easy,Mortality data,1
ER_00144,Deforestation causes 10% of global emissions (context 14),environment,supported,0.946,medium,UNFCCC data,2
ER_00145,Electric cars will solve air pollution (context 14),environment,rejected,0.683,hard,Grid emissions,3
ER_00146,Coral reefs will disappear by 2050 (context 14),environment,undecided,0.775,expert,Marine biology,2
ER_00147,Recycling significantly reduces waste (context 14),environment,undecided,0.858,easy,Garbage audits,2
ER_00148,Organic farming is more sustainable (context 14),environment,undecided,0.895,medium,Land use data,1
ER_00149,Sea levels will rise 1 meter by 2100 (context 14),environment,undecided,0.568,hard,IPCC projections,1
ER_00150,Renewable energy can fully replace fossil fuels (context 14),environment,undecided,0.931,expert,Grid stability,3
ER_00151,Global temperatures will rise 2°C by 2050 (context 15),environment,supported,0.664,medium,Climate models,4
ER_00152,Plastic pollution is the biggest ocean threat (context 15),environment,undecided,0.852,hard,Marine research,1
ER_00153,Nuclear power is the safest energy source (context 15),environment,supported,0.908,expert,Mortality data,3
ER_00154,Deforestation causes 10% of global emissions (context 15),environment,supported,0.555,easy,UNFCCC data,1
ER_00155,Electric cars will solve air pollution (context 15),environment,rejected,0.702,medium,Grid emissions,1
ER_00156,Coral reefs will disappear by 2050 (context 15),environment,undecided,0.84,hard,Marine biology,2
ER_00157,Recycling significantly reduces waste (context 15),environment,undecided,0.885,expert,Garbage audits,4
ER_00158,Organic farming is more sustainable (context 15),environment,undecided,0.86,easy,Land use data,4
ER_00159,Sea levels will rise 1 meter by 2100 (context 15),environment,undecided,0.726,medium,IPCC projections,2
ER_00160,Renewable energy can fully replace fossil fuels (context 15),environment,undecided,0.788,hard,Grid stability,3
ER_00161,Global temperatures will rise 2°C by 2050 (context 16),environment,supported,0.859,easy,Climate models,4
ER_00162,Plastic pollution is the biggest ocean threat (context 16),environment,undecided,0.735,medium,Marine research,4
ER_00163,Nuclear power is the safest energy source (context 16),environment,supported,0.921,hard,Mortality data,3
ER_00164,Deforestation causes 10% of global emissions (context 16),environment,supported,0.817,expert,UNFCCC data,4
ER_00165,Electric cars will solve air pollution (context 16),environment,rejected,0.695,easy,Grid emissions,3
ER_00166,Coral reefs will disappear by 2050 (context 16),environment,undecided,0.649,medium,Marine biology,4
ER_00167,Recycling significantly reduces waste (context 16),environment,undecided,0.653,hard,Garbage audits,4
ER_00168,Organic farming is more sustainable (context 16),environment,undecided,0.888,expert,Land use data,1
ER_00169,Sea levels will rise 1 meter by 2100 (context 16),environment,undecided,0.605,easy,IPCC projections,2
ER_00170,Renewable energy can fully replace fossil fuels (context 16),environment,undecided,0.635,medium,Grid stability,4
ER_00171,Global temperatures will rise 2°C by 2050 (context 17),environment,supported,0.587,expert,Climate models,1
ER_00172,Plastic pollution is the biggest ocean threat (context 17),environment,undecided,0.714,easy,Marine research,4
ER_00173,Nuclear power is the safest energy source (context 17),environment,supported,0.81,medium,Mortality data,4
ER_00174,Deforestation causes 10% of global emissions (context 17),environment,supported,0.553,hard,UNFCCC data,1
ER_00175,Electric cars will solve air pollution (context 17),environment,rejected,0.698,expert,Grid emissions,3
ER_00176,Coral reefs will disappear by 2050 (context 17),environment,undecided,0.596,easy,Marine biology,2
ER_00177,Recycling significantly reduces waste (context 17),environment,undecided,0.618,medium,Garbage audits,3
ER_00178,Organic farming is more sustainable (context 17),environment,undecided,0.909,hard,Land use data,4
ER_00179,Sea levels will rise 1 meter by 2100 (context 17),environment,undecided,0.622,expert,IPCC projections,1
ER_00180,Renewable energy can fully replace fossil fuels (context 17),environment,undecided,0.703,easy,Grid stability,1
ER_00181,Global temperatures will rise 2°C by 2050 (context 18),environment,supported,0.621,hard,Climate models,2
ER_00182,Plastic pollution is the biggest ocean threat (context 18),environment,undecided,0.693,expert,Marine research,4
ER_00183,Nuclear power is the safest energy source (context 18),environment,supported,0.95,easy,Mortality data,3
ER_00184,Deforestation causes 10% of global emissions (context 18),environment,supported,0.762,medium,UNFCCC data,2
ER_00185,Electric cars will solve air pollution (context 18),environment,rejected,0.799,hard,Grid emissions,3
ER_00186,Coral reefs will disappear by 2050 (context 18),environment,undecided,0.556,expert,Marine biology,1
ER_00187,Recycling significantly reduces waste (context 18),environment,undecided,0.913,easy,Garbage audits,3
ER_00188,Organic farming is more sustainable (context 18),environment,undecided,0.652,medium,Land use data,1
ER_00189,Sea levels will rise 1 meter by 2100 (context 18),environment,undecided,0.638,hard,IPCC projections,3
ER_00190,Renewable energy can fully replace fossil fuels (context 18),environment,undecided,0.88,expert,Grid stability,2
ER_00191,Global temperatures will rise 2°C by 2050 (context 19),environment,supported,0.781,medium,Climate models,4
ER_00192,Plastic pollution is the biggest ocean threat (context 19),environment,undecided,0.789,hard,Marine research,4
ER_00193,Nuclear power is the safest energy source (context 19),environment,supported,0.673,expert,Mortality data,1
ER_00194,Deforestation causes 10% of global emissions (context 19),environment,supported,0.698,easy,UNFCCC data,1
ER_00195,Electric cars will solve air pollution (context 19),environment,rejected,0.629,medium,Grid emissions,2
ER_00196,Coral reefs will disappear by 2050 (context 19),environment,undecided,0.612,hard,Marine biology,4
ER_00197,Recycling significantly reduces waste (context 19),environment,undecided,0.648,expert,Garbage audits,2
ER_00198,Organic farming is more sustainable (context 19),environment,undecided,0.821,easy,Land use data,3
ER_00199,Sea levels will rise 1 meter by 2100 (context 19),environment,undecided,0.705,medium,IPCC projections,1
ER_00200,Renewable energy can fully replace fossil fuels (context 19),environment,undecided,0.664,hard,Grid stability,4
ER_00201,Global temperatures will rise 2°C by 2050 (context 20),environment,supported,0.653,easy,Climate models,3
ER_00202,Plastic pollution is the biggest ocean threat (context 20),environment,undecided,0.584,medium,Marine research,4
ER_00203,Nuclear power is the safest energy source (context 20),environment,supported,0.597,hard,Mortality data,1
ER_00204,Deforestation causes 10% of global emissions (context 20),environment,supported,0.861,expert,UNFCCC data,3
ER_00205,Electric cars will solve air pollution (context 20),environment,rejected,0.852,easy,Grid emissions,1
ER_00206,Coral reefs will disappear by 2050 (context 20),environment,undecided,0.926,medium,Marine biology,4
ER_00207,Recycling significantly reduces waste (context 20),environment,undecided,0.6,hard,Garbage audits,1
ER_00208,Organic farming is more sustainable (context 20),environment,undecided,0.878,expert,Land use data,4
ER_00209,Sea levels will rise 1 meter by 2100 (context 20),environment,undecided,0.655,easy,IPCC projections,3
ER_00210,Renewable energy can fully replace fossil fuels (context 20),environment,undecided,0.928,medium,Grid stability,3
ER_00211,Global temperatures will rise 2°C by 2050 (context 21),environment,supported,0.676,expert,Climate models,1
ER_00212,Plastic pollution is the biggest ocean threat (context 21),environment,undecided,0.719,easy,Marine research,4
ER_00213,Nuclear power is the safest energy source (context 21),environment,supported,0.732,medium,Mortality data,4
ER_00214,Deforestation causes 10% of global emissions (context 21),environment,supported,0.577,hard,UNFCCC data,2
ER_00215,Electric cars will solve air pollution (context 21),environment,rejected,0.666,expert,Grid emissions,3
ER_00216,Coral reefs will disappear by 2050 (context 21),environment,undecided,0.656,easy,Marine biology,3
ER_00217,Recycling significantly reduces waste (context 21),environment,undecided,0.623,medium,Garbage audits,1
ER_00218,Organic farming is more sustainable (context 21),environment,undecided,0.857,hard,Land use data,4
ER_00219,Sea levels will rise 1 meter by 2100 (context 21),environment,undecided,0.863,expert,IPCC projections,4
ER_00220,Renewable energy can fully replace fossil fuels (context 21),environment,undecided,0.805,easy,Grid stability,3
ER_00221,Global temperatures will rise 2°C by 2050 (context 22),environment,supported,0.841,hard,Climate models,4
ER_00222,Plastic pollution is the biggest ocean threat (context 22),environment,undecided,0.573,expert,Marine research,2
ER_00223,Nuclear power is the safest energy source (context 22),environment,supported,0.816,easy,Mortality data,3
ER_00224,Deforestation causes 10% of global emissions (context 22),environment,supported,0.932,medium,UNFCCC data,2
ER_00225,Electric cars will solve air pollution (context 22),environment,rejected,0.826,hard,Grid emissions,1
ER_00226,Coral reefs will disappear by 2050 (context 22),environment,undecided,0.607,expert,Marine biology,1
ER_00227,Recycling significantly reduces waste (context 22),environment,undecided,0.708,easy,Garbage audits,1
ER_00228,Organic farming is more sustainable (context 22),environment,undecided,0.754,medium,Land use data,4
ER_00229,Sea levels will rise 1 meter by 2100 (context 22),environment,undecided,0.694,hard,IPCC projections,4
ER_00230,Renewable energy can fully replace fossil fuels (context 22),environment,undecided,0.919,expert,Grid stability,3
ER_00231,Global temperatures will rise 2°C by 2050 (context 23),environment,supported,0.604,medium,Climate models,4
ER_00232,Plastic pollution is the biggest ocean threat (context 23),environment,undecided,0.899,hard,Marine research,4
ER_00233,Nuclear power is the safest energy source (context 23),environment,supported,0.75,expert,Mortality data,3
ER_00234,Deforestation causes 10% of global emissions (context 23),environment,supported,0.938,easy,UNFCCC data,3
ER_00235,Electric cars will solve air pollution (context 23),environment,rejected,0.635,medium,Grid emissions,4
ER_00236,Coral reefs will disappear by 2050 (context 23),environment,undecided,0.767,hard,Marine biology,2
ER_00237,Recycling significantly reduces waste (context 23),environment,undecided,0.698,expert,Garbage audits,3
ER_00238,Organic farming is more sustainable (context 23),environment,undecided,0.829,easy,Land use data,4
ER_00239,Sea levels will rise 1 meter by 2100 (context 23),environment,undecided,0.813,medium,IPCC projections,1
ER_00240,Renewable energy can fully replace fossil fuels (context 23),environment,undecided,0.588,hard,Grid stability,3
ER_00241,Global temperatures will rise 2°C by 2050 (context 24),environment,supported,0.818,easy,Climate models,4
ER_00242,Plastic pollution is the biggest ocean threat (context 24),environment,undecided,0.613,medium,Marine research,2
ER_00243,Nuclear power is the safest energy source (context 24),environment,supported,0.771,hard,Mortality data,1
ER_00244,Deforestation causes 10% of global emissions (context 24),environment,supported,0.799,expert,UNFCCC data,2
ER_00245,Electric cars will solve air pollution (context 24),environment,rejected,0.688,easy,Grid emissions,2
ER_00246,Coral reefs will disappear by 2050 (context 24),environment,undecided,0.615,medium,Marine biology,4
ER_00247,Recycling significantly reduces waste (context 24),environment,undecided,0.616,hard,Garbage audits,3
ER_00248,Organic farming is more sustainable (context 24),environment,undecided,0.933,expert,Land use data,4
ER_00249,Sea levels will rise 1 meter by 2100 (context 24),environment,undecided,0.598,easy,IPCC projections,3
ER_00250,Renewable energy can fully replace fossil fuels (context 24),environment,undecided,0.893,medium,Grid stability,1
ER_00251,Global temperatures will rise 2°C by 2050 (context 25),environment,supported,0.868,expert,Climate models,4
ER_00252,Plastic pollution is the biggest ocean threat (context 25),environment,undecided,0.877,easy,Marine research,1
ER_00253,Nuclear power is the safest energy source (context 25),environment,supported,0.621,medium,Mortality data,1
ER_00254,Deforestation causes 10% of global emissions (context 25),environment,supported,0.802,hard,UNFCCC data,3
ER_00255,Electric cars will solve air pollution (context 25),environment,rejected,0.857,expert,Grid emissions,3
ER_00256,Coral reefs will disappear by 2050 (context 25),environment,undecided,0.927,easy,Marine biology,3
ER_00257,Recycling significantly reduces waste (context 25),environment,undecided,0.745,medium,Garbage audits,2
ER_00258,Organic farming is more sustainable (context 25),environment,undecided,0.829,hard,Land use data,3
ER_00259,Sea levels will rise 1 meter by 2100 (context 25),environment,undecided,0.878,expert,IPCC projections,2
ER_00260,Renewable energy can fully replace fossil fuels (context 25),environment,undecided,0.846,easy,Grid stability,1
ER_00261,Global temperatures will rise 2°C by 2050 (context 26),environment,supported,0.598,hard,Climate models,3
ER_00262,Plastic pollution is the biggest ocean threat (context 26),environment,undecided,0.882,expert,Marine research,3
ER_00263,Nuclear power is the safest energy source (context 26),environment,supported,0.673,easy,Mortality data,3
ER_00264,Deforestation causes 10% of global emissions (context 26),environment,supported,0.789,medium,UNFCCC data,1
ER_00265,Electric cars will solve air pollution (context 26),environment,rejected,0.693,hard,Grid emissions,1
ER_00266,Coral reefs will disappear by 2050 (context 26),environment,undecided,0.773,expert,Marine biology,3
ER_00267,Recycling significantly reduces waste (context 26),environment,undecided,0.865,easy,Garbage audits,3
ER_00268,Organic farming is more sustainable (context 26),environment,undecided,0.713,medium,Land use data,3
ER_00269,Sea levels will rise 1 meter by 2100 (context 26),environment,undecided,0.839,hard,IPCC projections,2
ER_00270,Renewable energy can fully replace fossil fuels (context 26),environment,undecided,0.739,expert,Grid stability,2
ER_00271,Global temperatures will rise 2°C by 2050 (context 27),environment,supported,0.859,medium,Climate models,1
ER_00272,Plastic pollution is the biggest ocean threat (context 27),environment,undecided,0.632,hard,Marine research,3
ER_00273,Nuclear power is the safest energy source (context 27),environment,supported,0.602,expert,Mortality data,2
ER_00274,Deforestation causes 10% of global emissions (context 27),environment,supported,0.642,easy,UNFCCC data,2
ER_00275,Electric cars will solve air pollution (context 27),environment,rejected,0.688,medium,Grid emissions,3
ER_00276,Coral reefs will disappear by 2050 (context 27),environment,undecided,0.727,hard,Marine biology,2
ER_00277,Recycling significantly reduces waste (context 27),environment,undecided,0.594,expert,Garbage audits,4
ER_00278,Organic farming is more sustainable (context 27),environment,undecided,0.628,easy,Land use data,4
ER_00279,Sea levels will rise 1 meter by 2100 (context 27),environment,undecided,0.559,medium,IPCC projections,1
ER_00280,Renewable energy can fully replace fossil fuels (context 27),environment,undecided,0.691,hard,Grid stability,4
ER_00281,Global temperatures will rise 2°C by 2050 (context 28),environment,supported,0.619,easy,Climate models,3
ER_00282,Plastic pollution is the biggest ocean threat (context 28),environment,undecided,0.917,medium,Marine research,1
ER_00283,Nuclear power is the safest energy source (context 28),environment,supported,0.587,hard,Mortality data,2
ER_00284,Deforestation causes 10% of global emissions (context 28),environment,supported,0.72,expert,UNFCCC data,2
ER_00285,Electric cars will solve air pollution (context 28),environment,rejected,0.622,easy,Grid emissions,2
ER_00286,Coral reefs will disappear by 2050 (context 28),environment,undecided,0.726,medium,Marine biology,4
ER_00287,Recycling significantly reduces waste (context 28),environment,undecided,0.618,hard,Garbage audits,2
ER_00288,Organic farming is more sustainable (context 28),environment,undecided,0.847,expert,Land use data,1
ER_00289,Sea levels will rise 1 meter by 2100 (context 28),environment,undecided,0.846,easy,IPCC projections,3
ER_00290,Renewable energy can fully replace fossil fuels (context 28),environment,undecided,0.565,medium,Grid stability,1
ER_00291,Global temperatures will rise 2°C by 2050 (context 29),environment,supported,0.601,expert,Climate models,3
ER_00292,Plastic pollution is the biggest ocean threat (context 29),environment,undecided,0.949,easy,Marine research,3
