id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
LR_00086,The patent claim is obvious (context 8),legal,undecided,0.771,medium,Prior art search,1
LR_00087,The testimony is admissible under hearsay rules (context 8),legal,rejected,0.553,hard,Evidence rules,1
LR_00088,The merger will harm competition (context 8),legal,undecided,0.628,expert,Antitrust analysis,4
LR_00089,The defendant meets the insanity defense criteria (context 8),legal,undecided,0.778,easy,Psychiatric evaluation,3
LR_00090,The non-compete clause is enforceable (context 8),legal,rejected,0.738,medium,State law precedents,2
LR_00091,The defendant had a right to self-defense (context 9),legal,undecided,0.874,expert,Case precedents,3
LR_00092,Intellectual property protection stifles innovation (context 9),legal,undecided,0.693,easy,Economic analysis,2
LR_00093,The contract was validly formed (context 9),legal,supported,0.603,medium,Contract law,2
LR_00094,The search violates the Fourth Amendment (context 9),legal,undecided,0.573,hard,Constitutional law,2
LR_00095,The employer is liable for workplace harassment (context 9),legal,supported,0.65,expert,Title VII,1
LR_00096,The patent claim is obvious (context 9),legal,undecided,0.791,easy,Prior art search,4
LR_00097,The testimony is admissible under hearsay rules (context 9),legal,rejected,0.634,medium,Evidence rules,2
LR_00098,The merger will harm competition (context 9),legal,undecided,0.864,hard,Antitrust analysis,3
LR_00099,The defendant meets the insanity defense criteria (context 9),legal,undecided,0.916,expert,Psychiatric evaluation,3
LR_00100,The non-compete clause is enforceable (context 9),legal,rejected,0.882,easy,State law precedents,1
LR_00101,The defendant had a right to self-defense (context 10),legal,undecided,0.863,hard,Case precedents,2
LR_00102,Intellectual property protection stifles innovation (context 10),legal,undecided,0.605,expert,Economic analysis,3
LR_00103,The contract was validly formed (context 10),legal,supported,0.628,easy,Contract law,2
LR_00104,The search violates the Fourth Amendment (context 10),legal,undecided,0.77,medium,Constitutional law,1
LR_00105,The employer is liable for workplace harassment (context 10),legal,supported,0.718,hard,Title VII,2
LR_00106,The patent claim is obvious (context 10),legal,undecided,0.767,expert,Prior art search,2
LR_00107,The testimony is admissible under hearsay rules (context 10),legal,rejected,0.907,easy,Evidence rules,3
LR_00108,The merger will harm competition (context 10),legal,undecided,0.681,medium,Antitrust analysis,3
LR_00109,The defendant meets the insanity defense criteria (context 10),legal,undecided,0.916,hard,Psychiatric evaluation,2
LR_00110,The non-compete clause is enforceable (context 10),legal,rejected,0.659,expert,State law precedents,3
LR_00111,The defendant had a right to self-defense (context 11),legal,undecided,0.815,medium,Case precedents,1
LR_00112,Intellectual property protection stifles innovation (context 11),legal,undecided,0.75,hard,Economic analysis,1
LR_00113,The contract was validly formed (context 11),legal,supported,0.93,expert,Contract law,3
LR_00114,The search violates the Fourth Amendment (context 11),legal,undecided,0.745,easy,Constitutional law,3
LR_00115,The employer is liable for workplace harassment (context 11),legal,supported,0.795,medium,Title VII,3
LR_00116,The patent claim is obvious (context 11),legal,undecided,0.605,hard,Prior art search,1
LR_00117,The testimony is admissible under hearsay rules (context 11),legal,rejected,0.929,expert,Evidence rules,2
LR_00118,The merger will harm competition (context 11),legal,undecided,0.758,easy,Antitrust analysis,1
LR_00119,The defendant meets the insanity defense criteria (context 11),legal,undecided,0.609,medium,Psychiatric evaluation,3
LR_00120,The non-compete clause is enforceable (context 11),legal,rejected,0.58,hard,State law precedents,1
LR_00121,The defendant had a right to self-defense (context 12),legal,undecided,0.613,easy,Case precedents,3
LR_00122,Intellectual property protection stifles innovation (context 12),legal,undecided,0.65,medium,Economic analysis,4
LR_00123,The contract was validly formed (context 12),legal,supported,0.9,hard,Contract law,1
LR_00124,The search violates the Fourth Amendment (context 12),legal,undecided,0.879,expert,Constitutional law,1
LR_00125,The employer is liable for workplace harassment (context 12),legal,supported,0.722,easy,Title VII,4
LR_00126,The patent claim is obvious (context 12),legal,undecided,0.725,medium,Prior art search,3
LR_00127,The testimony is admissible under hearsay rules (context 12),legal,rejected,0.779,hard,Evidence rules,3
LR_00128,The merger will harm competition (context 12),legal,undecided,0.627,expert,Antitrust analysis,1
LR_00129,The defendant meets the insanity defense criteria (context 12),legal,undecided,0.593,easy,Psychiatric evaluation,1
LR_00130,The non-compete clause is enforceable (context 12),legal,rejected,0.736,medium,State law precedents,3
LR_00131,The defendant had a right to self-defense (context 13),legal,undecided,0.921,expert,Case precedents,4
LR_00132,Intellectual property protection stifles innovation (context 13),legal,undecided,0.767,easy,Economic analysis,1
LR_00133,The contract was validly formed (context 13),legal,supported,0.863,medium,Contract law,4
LR_00134,The search violates the Fourth Amendment (context 13),legal,undecided,0.774,hard,Constitutional law,2
LR_00135,The employer is liable for workplace harassment (context 13),legal,supported,0.75,expert,Title VII,4
LR_00136,The patent claim is obvious (context 13),legal,undecided,0.819,easy,Prior art search,4
LR_00137,The testimony is admissible under hearsay rules (context 13),legal,rejected,0.864,medium,Evidence rules,3
LR_00138,The merger will harm competition (context 13),legal,undecided,0.888,hard,Antitrust analysis,3
LR_00139,The defendant meets the insanity defense criteria (context 13),legal,undecided,0.74,expert,Psychiatric evaluation,2
LR_00140,The non-compete clause is enforceable (context 13),legal,rejected,0.684,easy,State law precedents,1
LR_00141,The defendant had a right to self-defense (context 14),legal,undecided,0.88,hard,Case precedents,1
LR_00142,Intellectual property protection stifles innovation (context 14),legal,undecided,0.605,expert,Economic analysis,3
LR_00143,The contract was validly formed (context 14),legal,supported,0.947,easy,Contract law,3
LR_00144,The search violates the Fourth Amendment (context 14),legal,undecided,0.577,medium,Constitutional law,2
LR_00145,The employer is liable for workplace harassment (context 14),legal,supported,0.596,hard,Title VII,2
LR_00146,The patent claim is obvious (context 14),legal,undecided,0.85,expert,Prior art search,2
LR_00147,The testimony is admissible under hearsay rules (context 14),legal,rejected,0.79,easy,Evidence rules,4
LR_00148,The merger will harm competition (context 14),legal,undecided,0.793,medium,Antitrust analysis,1
LR_00149,The defendant meets the insanity defense criteria (context 14),legal,undecided,0.617,hard,Psychiatric evaluation,2
LR_00150,The non-compete clause is enforceable (context 14),legal,rejected,0.934,expert,State law precedents,4
LR_00151,The defendant had a right to self-defense (context 15),legal,undecided,0.92,medium,Case precedents,1
LR_00152,Intellectual property protection stifles innovation (context 15),legal,undecided,0.821,hard,Economic analysis,4
LR_00153,The contract was validly formed (context 15),legal,supported,0.78,expert,Contract law,3
LR_00154,The search violates the Fourth Amendment (context 15),legal,undecided,0.72,easy,Constitutional law,4
LR_00155,The employer is liable for workplace harassment (context 15),legal,supported,0.61,medium,Title VII,3
LR_00156,The patent claim is obvious (context 15),legal,undecided,0.659,hard,Prior art search,4
LR_00157,The testimony is admissible under hearsay rules (context 15),legal,rejected,0.878,expert,Evidence rules,3
LR_00158,The merger will harm competition (context 15),legal,undecided,0.946,easy,Antitrust analysis,2
LR_00159,The defendant meets the insanity defense criteria (context 15),legal,undecided,0.64,medium,Psychiatric evaluation,2
LR_00160,The non-compete clause is enforceable (context 15),legal,rejected,0.699,hard,State law precedents,2
LR_00161,The defendant had a right to self-defense (context 16),legal,undecided,0.929,easy,Case precedents,2
LR_00162,Intellectual property protection stifles innovation (context 16),legal,undecided,0.903,medium,Economic analysis,1
LR_00163,The contract was validly formed (context 16),legal,supported,0.789,hard,Contract law,4
LR_00164,The search violates the Fourth Amendment (context 16),legal,undecided,0.591,expert,Constitutional law,4
LR_00165,The employer is liable for workplace harassment (context 16),legal,supported,0.747,easy,Title VII,4
LR_00166,The patent claim is obvious (context 16),legal,undecided,0.844,medium,Prior art search,3
LR_00167,The testimony is admissible under hearsay rules (context 16),legal,rejected,0.793,hard,Evidence rules,3
LR_00168,The merger will harm competition (context 16),legal,undecided,0.808,expert,Antitrust analysis,4
LR_00169,The defendant meets the insanity defense criteria (context 16),legal,undecided,0.638,easy,Psychiatric evaluation,4
LR_00170,The non-compete clause is enforceable (context 16),legal,rejected,0.583,medium,State law precedents,2
LR_00171,The defendant had a right to self-defense (context 17),legal,undecided,0.87,expert,Case precedents,3
LR_00172,Intellectual property protection stifles innovation (context 17),legal,undecided,0.77,easy,Economic analysis,2
LR_00173,The contract was validly formed (context 17),legal,supported,0.75,medium,Contract law,2
LR_00174,The search violates the Fourth Amendment (context 17),legal,undecided,0.81,hard,Constitutional law,4
LR_00175,The employer is liable for workplace harassment (context 17),legal,supported,0.804,expert,Title VII,4
LR_00176,The patent claim is obvious (context 17),legal,undecided,0.797,easy,Prior art search,2
LR_00177,The testimony is admissible under hearsay rules (context 17),legal,rejected,0.741,medium,Evidence rules,4
LR_00178,The merger will harm competition (context 17),legal,undecided,0.64,hard,Antitrust analysis,4
LR_00179,The defendant meets the insanity defense criteria (context 17),legal,undecided,0.872,expert,Psychiatric evaluation,1
LR_00180,The non-compete clause is enforceable (context 17),legal,rejected,0.616,easy,State law precedents,4
LR_00181,The defendant had a right to self-defense (context 18),legal,undecided,0.864,hard,Case precedents,2
LR_00182,Intellectual property protection stifles innovation (context 18),legal,undecided,0.715,expert,Economic analysis,4
LR_00183,The contract was validly formed (context 18),legal,supported,0.689,easy,Contract law,4
LR_00184,The search violates the Fourth Amendment (context 18),legal,undecided,0.746,medium,Constitutional law,2
LR_00185,The employer is liable for workplace harassment (context 18),legal,supported,0.84,hard,Title VII,4
LR_00186,The patent claim is obvious (context 18),legal,undecided,0.706,expert,Prior art search,2
LR_00187,The testimony is admissible under hearsay rules (context 18),legal,rejected,0.922,easy,Evidence rules,3
LR_00188,The merger will harm competition (context 18),legal,undecided,0.839,medium,Antitrust analysis,3
LR_00189,The defendant meets the insanity defense criteria (context 18),legal,undecided,0.589,hard,Psychiatric evaluation,3
LR_00190,The non-compete clause is enforceable (context 18),legal,rejected,0.779,expert,State law precedents,3
LR_00191,The defendant had a right to self-defense (context 19),legal,undecided,0.579,medium,Case precedents,3
LR_00192,Intellectual property protection stifles innovation (context 19),legal,undecided,0.679,hard,Economic analysis,4
LR_00193,The contract was validly formed (context 19),legal,supported,0.556,expert,Contract law,1
LR_00194,The search violates the Fourth Amendment (context 19),legal,undecided,0.792,easy,Constitutional law,3
LR_00195,The employer is liable for workplace harassment (context 19),legal,supported,0.661,medium,Title VII,4
LR_00196,The patent claim is obvious (context 19),legal,undecided,0.676,hard,Prior art search,4
LR_00197,The testimony is admissible under hearsay rules (context 19),legal,rejected,0.593,expert,Evidence rules,3
LR_00198,The merger will harm competition (context 19),legal,undecided,0.771,easy,Antitrust analysis,1
LR_00199,The defendant meets the insanity defense criteria (context 19),legal,undecided,0.949,medium,Psychiatric evaluation,2
LR_00200,The non-compete clause is enforceable (context 19),legal,rejected,0.717,hard,State law precedents,2
LR_00201,The defendant had a right to self-defense (context 20),legal,undecided,0.81,easy,Case precedents,4
LR_00202,Intellectual property protection stifles innovation (context 20),legal,undecided,0.646,medium,Economic analysis,1
LR_00203,The contract was validly formed (context 20),legal,supported,0.553,hard,Contract law,1
LR_00204,The search violates the Fourth Amendment (context 20),legal,undecided,0.823,expert,Constitutional law,2
LR_00205,The employer is liable for workplace harassment (context 20),legal,supported,0.598,easy,Title VII,3
LR_00206,The patent claim is obvious (context 20),legal,undecided,0.902,medium,Prior art search,4
LR_00207,The testimony is admissible under hearsay rules (context 20),legal,rejected,0.771,hard,Evidence rules,1
LR_00208,The merger will harm competition (context 20),legal,undecided,0.9,expert,Antitrust analysis,1
LR_00209,The defendant meets the insanity defense criteria (context 20),legal,undecided,0.721,easy,Psychiatric evaluation,4
LR_00210,The non-compete clause is enforceable (context 20),legal,rejected,0.583,medium,State law precedents,2
LR_00211,The defendant had a right to self-defense (context 21),legal,undecided,0.805,expert,Case precedents,4
LR_00212,Intellectual property protection stifles innovation (context 21),legal,undecided,0.823,easy,Economic analysis,4
LR_00213,The contract was validly formed (context 21),legal,supported,0.689,medium,Contract law,2
LR_00214,The search violates the Fourth Amendment (context 21),legal,undecided,0.617,hard,Constitutional law,3
LR_00215,The employer is liable for workplace harassment (context 21),legal,supported,0.939,expert,Title VII,2
LR_00216,The patent claim is obvious (context 21),legal,undecided,0.585,easy,Prior art search,1
LR_00217,The testimony is admissible under hearsay rules (context 21),legal,rejected,0.825,medium,Evidence rules,1
LR_00218,The merger will harm competition (context 21),legal,undecided,0.612,hard,Antitrust analysis,1
LR_00219,The defendant meets the insanity defense criteria (context 21),legal,undecided,0.848,expert,Psychiatric evaluation,1
LR_00220,The non-compete clause is enforceable (context 21),legal,rejected,0.707,easy,State law precedents,1
LR_00221,The defendant had a right to self-defense (context 22),legal,undecided,0.822,hard,Case precedents,2
LR_00222,Intellectual property protection stifles innovation (context 22),legal,undecided,0.684,expert,Economic analysis,2
LR_00223,The contract was validly formed (context 22),legal,supported,0.587,easy,Contract law,2
LR_00224,The search violates the Fourth Amendment (context 22),legal,undecided,0.785,medium,Constitutional law,4
LR_00225,The employer is liable for workplace harassment (context 22),legal,supported,0.775,hard,Title VII,2
LR_00226,The patent claim is obvious (context 22),legal,undecided,0.919,expert,Prior art search,2
LR_00227,The testimony is admissible under hearsay rules (context 22),legal,rejected,0.82,easy,Evidence rules,4
LR_00228,The merger will harm competition (context 22),legal,undecided,0.845,medium,Antitrust analysis,2
LR_00229,The defendant meets the insanity defense criteria (context 22),legal,undecided,0.799,hard,Psychiatric evaluation,3
LR_00230,The non-compete clause is enforceable (context 22),legal,rejected,0.859,expert,State law precedents,2
LR_00231,The defendant had a right to self-defense (context 23),legal,undecided,0.751,medium,Case precedents,3
LR_00232,Intellectual property protection stifles innovation (context 23),legal,undecided,0.75,hard,Economic analysis,2
LR_00233,The contract was validly formed (context 23),legal,supported,0.677,expert,Contract law,2
LR_00234,The search violates the Fourth Amendment (context 23),legal,undecided,0.672,easy,Constitutional law,1
LR_00235,The employer is liable for workplace harassment (context 23),legal,supported,0.634,medium,Title VII,3
LR_00236,The patent claim is obvious (context 23),legal,undecided,0.608,hard,Prior art search,2
LR_00237,The testimony is admissible under hearsay rules (context 23),legal,rejected,0.642,expert,Evidence rules,3
LR_00238,The merger will harm competition (context 23),legal,undecided,0.735,easy,Antitrust analysis,1
LR_00239,The defendant meets the insanity defense criteria (context 23),legal,undecided,0.919,medium,Psychiatric evaluation,2
LR_00240,The non-compete clause is enforceable (context 23),legal,rejected,0.692,hard,State law precedents,1
LR_00241,The defendant had a right to self-defense (context 24),legal,undecided,0.683,easy,Case precedents,2
LR_00242,Intellectual property protection stifles innovation (context 24),legal,undecided,0.708,medium,Economic analysis,4
LR_00243,The contract was validly formed (context 24),legal,supported,0.931,hard,Contract law,4
LR_00244,The search violates the Fourth Amendment (context 24),legal,undecided,0.891,expert,Constitutional law,2
LR_00245,The employer is liable for workplace harassment (context 24),legal,supported,0.865,easy,Title VII,2
LR_00246,The patent claim is obvious (context 24),legal,undecided,0.692,medium,Prior art search,4
LR_00247,The testimony is admissible under hearsay rules (context 24),legal,rejected,0.752,hard,Evidence rules,3
LR_00248,The merger will harm competition (context 24),legal,undecided,0.592,expert,Antitrust analysis,2
LR_00249,The defendant meets the insanity defense criteria (context 24),legal,undecided,0.576,easy,Psychiatric evaluation,1
LR_00250,The non-compete clause is enforceable (context 24),legal,rejected,0.641,medium,State law precedents,1
LR_00251,The defendant had a right to self-defense (context 25),legal,undecided,0.883,expert,Case precedents,2
LR_00252,Intellectual property protection stifles innovation (context 25),legal,undecided,0.769,easy,Economic analysis,1
LR_00253,The contract was validly formed (context 25),legal,supported,0.944,medium,Contract law,2
LR_00254,The search violates the Fourth Amendment (context 25),legal,undecided,0.886,hard,Constitutional law,3
LR_00255,The employer is liable for workplace harassment (context 25),legal,supported,0.623,expert,Title VII,4
LR_00256,The patent claim is obvious (context 25),legal,undecided,0.639,easy,Prior art search,4
LR_00257,The testimony is admissible under hearsay rules (context 25),legal,rejected,0.651,medium,Evidence rules,3
LR_00258,The merger will harm competition (context 25),legal,undecided,0.809,hard,Antitrust analysis,1
LR_00259,The defendant meets the insanity defense criteria (context 25),legal,undecided,0.558,expert,Psychiatric evaluation,4
LR_00260,The non-compete clause is enforceable (context 25),legal,rejected,0.574,easy,State law precedents,4
LR_00261,The defendant had a right to self-defense (context 26),legal,undecided,0.676,hard,Case precedents,4
LR_00262,Intellectual property protection stifles innovation (context 26),legal,undecided,0.927,expert,Economic analysis,1
LR_00263,The contract was validly formed (context 26),legal,supported,0.947,easy,Contract law,1
LR_00264,The search violates the Fourth Amendment (context 26),legal,undecided,0.782,medium,Constitutional law,1
LR_00265,The employer is liable for workplace harassment (context 26),legal,supported,0.616,hard,Title VII,3
LR_00266,The patent claim is obvious (context 26),legal,undecided,0.886,expert,Prior art search,3
LR_00267,The testimony is admissible under hearsay rules (context 26),legal,rejected,0.794,easy,Evidence rules,2
LR_00268,The merger will harm competition (context 26),legal,undecided,0.663,medium,Antitrust analysis,3
LR_00269,The defendant meets the insanity defense criteria (context 26),legal,undecided,0.686,hard,Psychiatric evaluation,3
LR_00270,The non-compete clause is enforceable (context 26),legal,rejected,0.89,expert,State law precedents,4
LR_00271,The defendant had a right to self-defense (context 27),legal,undecided,0.875,medium,Case precedents,1
LR_00272,Intellectual property protection stifles innovation (context 27),legal,undecided,0.55,hard,Economic analysis,4
LR_00273,The contract was validly formed (context 27),legal,supported,0.846,expert,Contract law,3
LR_00274,The search violates the Fourth Amendment (context 27),legal,undecided,0.827,easy,Constitutional law,4
LR_00275,The employer is liable for workplace harassment (context 27),legal,supported,0.828,medium,Title VII,3
LR_00276,The patent claim is obvious (context 27),legal,undecided,0.817,hard,Prior art search,3
LR_00277,The testimony is admissible under hearsay rules (context 27),legal,rejected,0.876,expert,Evidence rules,3
LR_00278,The merger will harm competition (context 27),legal,undecided,0.844,easy,Antitrust analysis,2
LR_00279,The defendant meets the insanity defense criteria (context 27),legal,undecided,0.616,medium,Psychiatric evaluation,1
LR_00280,The non-compete clause is enforceable (context 27),legal,rejected,0.708,hard,State law precedents,2
LR_00281,The defendant had a right to self-defense (context 28),legal,undecided,0.754,easy,Case precedents,2
LR_00282,Intellectual property protection stifles innovation (context 28),legal,undecided,0.773,medium,Economic analysis,3
LR_00283,The contract was validly formed (context 28),legal,supported,0.909,hard,Contract law,3
LR_00284,The search violates the Fourth Amendment (context 28),legal,undecided,0.654,expert,Constitutional law,1
LR_00285,The employer is liable for workplace harassment (context 28),legal,supported,0.886,easy,Title VII,3
LR_00286,The patent claim is obvious (context 28),legal,undecided,0.889,medium,Prior art search,3
LR_00287,The testimony is admissible under hearsay rules (context 28),legal,rejected,0.849,hard,Evidence rules,1
LR_00288,The merger will harm competition (context 28),legal,undecided,0.792,expert,Antitrust analysis,1
LR_00289,The defendant meets the insanity defense criteria (context 28),legal,undecided,0.722,easy,Psychiatric evaluation,4
LR_00290,The non-compete clause is enforceable (context 28),legal,rejected,0.793,medium,State law precedents,4
LR_00291,The defendant had a right to self-defense (context 29),legal,undecided,0.736,expert,Case precedents,4
LR_00292,Intellectual property protection stifles innovation (context 29),legal,undecided,0.898,easy,Economic analysis,1
LR_00293,The contract was validly formed (context 29),legal,supported,0.736,medium,Contract law,1
LR_00294,The search violates the Fourth Amendment (context 29),legal,undecided,0.644,hard,Constitutional law,1
LR_00295,The employer is liable for workplace harassment (context 29),legal,supported,0.79,expert,Title VII,4
LR_00296,The patent claim is obvious (context 29),legal,undecided,0.88,easy,Prior art search,3
LR_00297,The testimony is admissible under hearsay rules (context 29),legal,rejected,0.56,medium,Evidence rules,1
LR_00298,The merger will harm competition (context 29),legal,undecided,0.938,hard,Antitrust analysis,1
LR_00299,The defendant meets the insanity defense criteria (context 29),legal,undecided,0.839,expert,Psychiatric evaluation,3
LR_00300,The non-compete clause is enforceable (context 29),legal,rejected,0.723,easy,State law precedents,3
LR_00301,The defendant had a right to self-defense (context 30),legal,undecided,0.675,hard,Case precedents,2
LR_00302,Intellectual property protection stifles innovation (context 30),legal,undecided,0.912,expert,Economic analysis,2
LR_00303,The contract was validly formed (context 30),legal,supported,0.691,easy,Contract law,2
LR_00304,The search violates the Fourth Amendment (context 30),legal,undecided,0.804,medium,Constitutional law,3
LR_00305,The employer is liable for workplace harassment (context 30),legal,supported,0.719,hard,Title VII,1
LR_00306,The patent claim is obvious (context 30),legal,undecided,0.816,expert,Prior art search,2
